Cap,Salt,Cadmium,Timepoint,Plant,TissueType,DryWeight,VolDigestUsed,Sample,Element,ConcSamp,ConcRep,ConcCor,CorConc,ugElementPermgDW,ugElement
27,1,0,2,3,root,0.0043,0.7,SKT_27,Fe,3.574119027,3.574,3.547032401,3.547069075,7.070569584717609,30.40344921428572
55,0,1,0,1,old leaf,0.01027,0.7,SKT_28,Fe,0.041221951,0.041,0.014135325,0.014171999000000001,0.011828069828905273,0.12147427714285715
56,0,1,0,1,young leaf,0.01377,0.7,SKT_29,Fe,0.059644906,0.06,0.03255828,0.032594953999999995,0.020289420479302833,0.27938532
57,0,1,0,1,root,0.00161,0.7,SKT_30,Fe,0.672635647,0.673,0.645549021,0.645585695,3.4370134605146405,5.533591671428572
58,0,1,0,2,old leaf,0.04048,0.5,SKT_31,Fe,0.084951761,0.085,0.057865135,0.057901809,0.01716456788537549,0.694821708
59,0,1,0,2,young leaf,0.02221,0.5,SKT_32,Fe,0.073362769,0.073,0.046276143,0.04631281699999999,0.025022683656010798,0.5557538039999999
60,0,1,0,2,root,0.00136,0.7,SKT_33,Fe,0.905077338,0.905,0.877990712,0.878027386,5.533786046218488,7.5259490228571435
61,0,1,0,3,old leaf,0.06928,0.4,SKT_34,Fe,0.192922462,0.193,0.165835836,0.16587251,0.03591350534064665,2.4880876499999998
62,0,1,0,3,young leaf,0.02692,0.5,SKT_35,Fe,0.075241436,0.075,0.04815481,0.04819148399999999,0.02148208796433878,0.5782978079999999
63,0,1,0,3,root,0.00205,0.7,SKT_36,Fe,1.48855218,1.489,1.4614655539999999,1.4615022279999998,6.110810709407665,12.527161954285715
64,0,1,1,1,old leaf,0.0158,0.7,SKT_37,Fe,0.061473995,0.061,0.034387369,0.034424043,0.018674887703435804,0.2950632257142857
65,0,1,1,1,young leaf,0.0042,0.7,SKT_38,Fe,0.062124589,0.062,0.035037963,0.035074637000000006,0.0715808918367347,0.30063974571428576
66,0,1,1,1,root,0.00109,0.7,SKT_39,Fe,0.370955782,0.371,0.343869156,0.34390583,2.704370878112713,2.9477642571428575
67,0,1,1,2,old leaf,0.02225,0.5,SKT_40,Fe,0.054648588,0.055,0.027561962,0.027598636,0.014884657617977528,0.331183632
68,0,1,1,2,young leaf,0.01885,0.7,SKT_41,Fe,0.079800313,0.08,0.052713687,0.052750360999999996,0.023986522622205384,0.45214595142857145
69,0,1,1,2,root,0.00414,0.7,SKT_42,Fe,2.275895301,2.276,2.248808675,2.2488453489999998,4.6559945113871635,19.275817277142856
70,0,1,1,3,old leaf,0.05336,0.5,SKT_43,Fe,0.170412499,0.17,0.143325873,0.143362547,0.03224045284857571,1.720350564
71,0,1,1,3,young leaf,0.01974,0.7,SKT_44,Fe,0.09857259,0.099,0.071485964,0.071522638,0.03105629092488059,0.6130511828571429
72,0,1,1,3,root,0.00194,0.7,SKT_45,Fe,1.4234436,1.423,1.396356974,1.3963936479999999,6.1696332017673035,11.96908841142857
73,0,1,2,1,old leaf,0.01725,0.7,SKT_46,Fe,0.062565708,0.063,0.035479082,0.035515755999999996,0.01764758062111801,0.30442076571428567
74,0,1,2,1,young leaf,0.01065,0.7,SKT_47,Fe,0.054617434,0.055,0.027530808,0.027567482,0.022187108249496983,0.23629270285714288
75,0,1,2,1,root,9e-4,0.7,SKT_48,Fe,0.823698789,0.824,0.796612163,0.796648837,7.587131780952381,6.828418602857143
76,0,1,2,2,old leaf,0.06388,0.4,SKT_49,Fe,0.087569848,0.088,0.060483222,0.060519896000000004,0.01421099624295554,0.90779844
77,0,1,2,2,young leaf,0.02182,0.5,SKT_50,Fe,0.073480882,0.073,0.046394256,0.046430929999999995,0.025534883593033915,0.55717116
78,0,1,2,2,root,0.00432,0.7,SKT_51,Fe,1.057729846,1.058,1.03064322,1.030679894,2.0449997896825396,8.83439909142857
79,0,1,2,3,old leaf,0.09999,0.4,SKT_52,Fe,0.260014652,0.26,0.232928026,0.23296470000000002,0.034948199819982005,3.4944705000000003
80,0,1,2,3,young leaf,0.04808,0.5,SKT_53,Fe,0.108288181,0.108,0.081201555,0.081238229,0.020275764309484193,0.9748587479999999
81,0,1,2,3,root,0.00432,0.7,SKT_54,Fe,2.838381778,2.838,2.811295152,2.811331826,5.578039337301588,24.09712993714286
1,1,0,0,1,old leaf,0.10951,0.4,SKT_01,Zn,0.297609267,0.298,0.290683973,0.29046257600000003,0.03978576056981098,4.35693864
2,1,0,0,1,young leaf,0.026,0.5,SKT_02,Zn,0.200093789,0.2,0.193168495,0.19294709799999998,0.08905250676923077,2.315365176
3,1,0,0,1,root,0.0029,0.7,SKT_03,Zn,0.136130906,0.136,0.129205612,0.12898421499999999,0.38123413300492603,1.1055789857142855
4,1,0,0,2,old leaf,0.04946,0.5,SKT_04,Zn,0.138089845,0.138,0.131164551,0.13094315399999998,0.03176946720582288,1.5713178479999996
5,1,0,0,2,young leaf,0.01384,0.7,SKT_05,Zn,0.112295583,0.112,0.105370289,0.10514889200000001,0.06512111395540876,0.9012762171428573
6,1,0,0,2,root,8.7e-4,0.7,SKT_06,Zn,0.04412155,0.044,0.037196256,0.036974859,0.3642843251231527,0.31692736285714285
7,1,0,0,3,old leaf,0.06652,0.4,SKT_07,Zn,0.724667963,0.725,0.71774266900000006,0.717521272,0.1617982423331329,10.76281908
8,1,0,0,3,young leaf,0.04741,0.5,SKT_08,Zn,0.280237571,0.28,0.273312277,0.27309088000000004,0.06912234887154609,3.2770905600000004
9,1,0,0,3,root,0.00169,0.7,SKT_09,Zn,0.068471232,0.068,0.061545938,0.06132454100000001,0.31102894843617923,0.525638922857143
10,1,0,1,1,old leaf,0.06685,0.4,SKT_10,Zn,0.383007737,0.383,0.376082443,0.37586104600000003,0.08433680912490649,5.63791569
11,1,0,1,1,young leaf,0.0075,0.7,SKT_11,Zn,0.068648636,0.069,0.061723342,0.061501945,0.07028793714285715,0.5271595285714287
12,1,0,1,1,root,0.00146,0.7,SKT_12,Zn,0.080512551,0.081,0.073587257,0.07336586,0.43071933463796486,0.6288502285714287
13,1,0,1,2,old leaf,0.01357,0.7,SKT_13,Zn,0.083206109,0.083,0.076280815,0.076059418,0.04804258427202864,0.6519378685714287
14,1,0,1,2,young leaf,0.00244,0.7,SKT_14,Zn,0.022515297,0.023,0.015590003,0.015368606,0.05398807728337237,0.13173090857142858
15,1,0,1,2,root,8.6e-4,0.7,SKT_15,Zn,0.03368383,0.034,0.026758536,0.026537138999999998,0.264489757475083,0.2274611914285714
16,1,0,1,3,old leaf,0.03447,0.5,SKT_16,Zn,0.242391536,0.242,0.235466242,0.23524484499999998,0.08189550739773716,2.8229381399999998
17,1,0,1,3,young leaf,0.01089,0.7,SKT_17,Zn,0.096175068,0.096,0.089249774,0.089028377,0.07007349626131446,0.7631003742857144
18,1,0,1,3,root,0.0102,0.7,SKT_18,Zn,0.606311025,0.606,0.599385731,0.599164334,0.5034994403361345,5.135694291428572
19,1,0,2,1,old leaf,0.03178,0.5,SKT_19,Zn,0.15827765,0.158,0.151352356,0.15113095899999998,0.05706644140969162,1.8135715079999999
20,1,0,2,1,young leaf,0.00796,0.7,SKT_20,Zn,0.076230307,0.076,0.069305013,0.069083616,0.07439011055276382,0.59214528
21,1,0,2,1,root,0.00145,0.7,SKT_21,Zn,0.094165964,0.094,0.086924251,0.08701927300000001,0.5143996433497539,0.745879482857143
22,1,0,2,2,old leaf,0.01486,0.7,SKT_22,Zn,0.071430113,0.071,0.0641884,0.064283422,0.03707945895020189,0.5510007600000001
23,1,0,2,2,young leaf,0.00285,0.7,SKT_23,Zn,0.041800083,0.042,0.03455837,0.034653392000000005,0.10422072781954889,0.29702907428571435
24,1,0,2,2,root,0.00329,0.7,SKT_24,Zn,0.030472751,0.03,0.023231038,0.02332606,0.06077132435953105,0.19993765714285716
25,1,0,2,3,old leaf,0.03215,0.5,SKT_25,Zn,0.233223797,0.233,0.225982084,0.226077106,0.08438336771384138,2.712925272
26,1,0,2,3,young leaf,0.0097,0.7,SKT_26,Zn,0.097068791,0.097,0.089827078,0.0899221,0.07945988217967599,0.7707608571428572
27,1,0,2,3,root,0.0043,0.7,SKT_27,Zn,0.122790783,0.123,0.11554907,0.115644092,0.230519784717608,0.9912350742857143
55,0,1,0,1,old leaf,0.01027,0.7,SKT_28,Zn,0.02410635,0.024,0.016864637,0.016959659,0.01415467436361107,0.1453685057142857
56,0,1,0,1,young leaf,0.01377,0.7,SKT_29,Zn,0.069379632,0.069,0.062137919,0.062232941,0.03873821413009649,0.5334252085714286
57,0,1,0,1,root,0.00161,0.7,SKT_30,Zn,0.060709961,0.061,0.053468248,0.053563269999999996,0.28516381543921915,0.45911374285714285
58,0,1,0,2,old leaf,0.04048,0.5,SKT_31,Zn,0.249736526,0.25,0.242494813,0.24258983499999998,0.07191398270750987,2.9110780199999997
59,0,1,0,2,young leaf,0.02221,0.5,SKT_32,Zn,0.083353924,0.083,0.076112211,0.076207233,0.04117455182350293,0.914486796
60,0,1,0,2,root,0.00136,0.7,SKT_33,Zn,0.195811935,0.196,0.188570222,0.18866524399999998,1.1890666638655463,1.617130662857143
61,0,1,0,3,old leaf,0.06928,0.4,SKT_34,Zn,0.353550206,0.354,0.346308493,0.346403515,0.0750007610421478,5.1960527249999995
62,0,1,0,3,young leaf,0.02692,0.5,SKT_35,Zn,0.086734984,0.087,0.079493271,0.079588293,0.03547769375928678,0.955059516
63,0,1,0,3,root,0.00205,0.7,SKT_36,Zn,0.068435018,0.068,0.061193305,0.061288327000000004,0.25625781324041813,0.5253285171428572
64,0,1,1,1,old leaf,0.0158,0.7,SKT_37,Zn,0.054405813,0.054,0.0471641,0.047259122,0.025637860036166367,0.40507818857142863
65,0,1,1,1,young leaf,0.0042,0.7,SKT_38,Zn,0.024194308,0.024,0.016952595,0.017047617,0.03479105510204082,0.14612243142857145
66,0,1,1,1,root,0.00109,0.7,SKT_39,Zn,0.034790262,0.035,0.027548549,0.027643571000000002,0.2173806369593709,0.2369448942857143
67,0,1,1,2,old leaf,0.02225,0.5,SKT_40,Zn,0.189881098,0.19,0.182639385,0.182734407,0.09855338804494382,2.192812884
68,0,1,1,2,young leaf,0.01885,0.7,SKT_41,Zn,0.083934382,0.084,0.076692669,0.076787691,0.03491672194012885,0.6581802085714287
69,0,1,1,2,root,0.00414,0.7,SKT_42,Zn,0.701791338,0.702,0.694549625,0.6946446470000001,1.4381876749482405,5.954096974285715
70,0,1,1,3,old leaf,0.05336,0.5,SKT_43,Zn,0.323241935,0.323,0.316000222,0.316095244,0.07108588695652174,3.793142928
71,0,1,1,3,young leaf,0.01974,0.7,SKT_44,Zn,0.098539225,0.099,0.091297512,0.091392534,0.039684122448979585,0.7833645771428571
72,0,1,1,3,root,0.00194,0.7,SKT_45,Zn,0.049327472,0.049,0.042085759,0.042180781,0.18636574815905746,0.3615495514285715
73,0,1,2,1,old leaf,0.01725,0.7,SKT_46,Zn,0.05277526,0.053,0.045533547,0.045628568999999994,0.022672580869565213,0.39110201999999994
74,0,1,2,1,young leaf,0.01065,0.7,SKT_47,Zn,0.058424327,0.058,0.051182614,0.051277636,0.041269727162977866,0.4395225942857143
75,0,1,2,1,root,9e-4,0.7,SKT_48,Zn,0.044906212,0.045,0.037664499,0.037759521000000004,0.3596144857142858,0.3236530371428572
76,0,1,2,2,old leaf,0.06388,0.4,SKT_49,Zn,0.256588065,0.257,0.249346352,0.24944137399999997,0.05857264574201626,3.741620609999999
77,0,1,2,2,young leaf,0.02182,0.5,SKT_50,Zn,0.072315299,0.072,0.065073586,0.065168608,0.0358397477543538,0.782023296
78,0,1,2,2,root,0.00432,0.7,SKT_51,Zn,0.627924663,0.628,0.62068295,0.6207779720000001,1.2317023253968256,5.320954045714287
79,0,1,2,3,old leaf,0.09999,0.4,SKT_52,Zn,0.423256284,0.423,0.416014571,0.416109593,0.062422681218121806,6.241643894999999
80,0,1,2,3,young leaf,0.04808,0.5,SKT_53,Zn,0.199657036,0.2,0.192415323,0.192510345,0.048047507071547424,2.31012414
81,0,1,2,3,root,0.00432,0.7,SKT_54,Zn,0.157675865,0.158,0.150434152,0.150529174,0.298668996031746,1.290250062857143
