Cap,Salt,Cadmium,SaltCadmium,Timepoint,TissueType,DryWeight,VolDigestUsed,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
13,1,0,10,1,leaf,0.01357,0.7,Na,0.596761556,0.597,0.41129961,0.259795522,3.525425229
14,1,0,10,1,leaf,0.00244,0.7,Na,0.241878751,0.242,0.056416805,0.198185498,0.483572614
15,1,0,10,1,root,8.60E-04,0.7,Na,0.558571153,0.559,0.373109207,3.718696415,3.198078917
16,1,0,10,1,leaf,0.03447,0.5,Na,11.90311001,11.9,11.71764806,4.079250849,140.6117768
17,1,0,10,1,leaf,0.01089,0.7,Na,13.33419635,13.33,13.1487344,10.34925966,112.7034377
18,1,0,10,1,root,0.0102,0.7,Na,8.749809205,8.75,8.564347259,7.19693047,73.40869079
19,1,0,10,2,leaf,0.03178,0.5,Na,9.185194819,9.185,8.999732873,3.398262885,107.9967945
20,1,0,10,2,leaf,0.00796,0.7,Na,13.6471541,13.65,13.46169215,14.49572019,115.3859327
21,1,0,10,2,root,0.00145,0.7,Na,0.959356943,0.959,0.773894997,4.574748751,6.633385689
22,1,0,10,2,leaf,0.01486,0.7,Na,0.735566293,0.736,0.550104347,0.317306872,4.715180117
23,1,0,10,2,leaf,0.00285,0.7,Na,0.291919183,0.292,0.106457237,0.320172141,0.912490603
24,1,0,10,2,root,0.00329,0.7,Na,0.669321409,0.669,0.483859463,1.260597819,4.147366826
25,1,0,10,2,leaf,0.03215,0.5,Na,16.52363695,16.52,16.338175,6.098230173,196.0581
26,1,0,10,2,leaf,0.0097,0.7,Na,16.0369206,16.04,15.85145865,14.00717996,135.8696456
27,1,0,10,2,root,0.0043,0.7,Na,3.421472877,3.421,3.236010931,6.450520128,27.73723655
55,0,1,01,0,leaf,0.01027,0.7,Na,0.555720629,0.556,0.370258683,0.309021018,3.173645854
56,0,1,01,0,leaf,0.01377,0.7,Na,0.63734719,0.637,0.451885244,0.281285555,3.873302091
57,0,1,01,0,root,0.00161,0.7,Na,0.712358899,0.712,0.526896953,2.805130185,4.516259597
58,0,1,01,0,leaf,0.04048,0.5,Na,1.191356649,1.191,1.005894703,0.298190129,12.07073644
59,0,1,01,0,leaf,0.02221,0.5,Na,0.597437016,0.597,0.41197507,0.222588962,4.94370084
60,0,1,01,0,root,0.00136,0.7,Na,0.433191241,0.433,0.247729295,1.561319086,2.123393957
61,0,1,01,0,leaf,0.06928,0.4,Na,1.716459245,1.716,1.530997299,0.331480362,22.96495948
62,0,1,01,0,leaf,0.02692,0.5,Na,0.653934663,0.654,0.468472717,0.208828849,5.621672604
63,0,1,01,0,root,0.00205,0.7,Na,0.538873359,0.539,0.353411413,1.477678382,3.029240683
64,0,1,01,1,leaf,0.0158,0.7,Na,0.826495188,0.826,0.641033242,0.347757636,5.494570646
65,0,1,01,1,leaf,0.0042,0.7,Na,0.282783609,0.283,0.097321663,0.198615639,0.834185683
66,0,1,01,1,root,0.00109,0.7,Na,0.45108528,0.451,0.265623334,2.088781132,2.276771434
67,0,1,01,1,leaf,0.02225,0.5,Na,0.610580802,0.611,0.425118856,0.229277585,5.101426272
68,0,1,01,1,leaf,0.01885,0.7,Na,0.8674908,0.867,0.682028854,0.310130589,5.845961606
69,0,1,01,1,root,0.00414,0.7,Na,1.247657996,1.248,1.06219605,2.199163665,9.104537571
70,0,1,01,1,leaf,0.05336,0.5,Na,1.063975897,1.064,0.878513951,0.197566856,10.54216741
71,0,1,01,1,leaf,0.01974,0.7,Na,0.919957072,0.92,0.734495126,0.318929712,6.295672509
72,0,1,01,1,root,0.00194,0.7,Na,0.754404876,0.754,0.56894293,2.513739013,4.876653686
73,0,1,01,2,leaf,0.01725,0.7,Na,0.958329069,0.958,0.772867123,0.384033353,6.62457534
74,0,1,01,2,leaf,0.01065,0.7,Na,0.693623248,0.694,0.508161302,0.408982939,4.355668303
75,0,1,01,2,root,9.00E-04,0.7,Na,0.484853832,0.485,0.299391886,2.851351295,2.566216166
76,0,1,01,2,leaf,0.06388,0.4,Na,1.727399451,1.727,1.541937505,0.362070485,23.12906258
77,0,1,01,2,leaf,0.02182,0.5,Na,0.716426898,0.716,0.530964952,0.29200639,6.371579424
78,0,1,01,2,root,0.00432,0.7,Na,1.100393274,1.1,0.914931328,1.815339937,7.842268526
79,0,1,01,2,leaf,0.09999,0.4,Na,2.090389366,2.09,1.90492742,0.28576769,28.5739113
80,0,1,01,2,leaf,0.04808,0.5,Na,1.686345361,1.686,1.500883415,0.374596526,18.01060098
81,0,1,01,2,root,0.00432,0.7,Na,1.427887272,1.428,1.242425326,2.465129615,10.64935994
1,1,0,10,0,leaf,0.10951,0.4,K,87.61030516,87.61,87.51737935,11.98758735,1312.76069
2,1,0,10,0,leaf,0.026,0.5,K,67.35581419,67.36,67.26288838,31.04441002,807.1546606
3,1,0,10,0,root,0.0029,0.7,K,4.983286623,4.983,4.890360815,14.45426842,41.91737841
4,1,0,10,0,leaf,0.04946,0.5,K,66.60089481,66.6,66.507969,16.13618334,798.095628
5,1,0,10,0,leaf,0.01384,0.7,K,27.23112127,27.23,27.13819546,16.8073052,232.613104
6,1,0,10,0,root,8.70E-04,0.7,K,0.277616309,0.278,0.184690501,1.819610847,1.583061437
7,1,0,10,0,leaf,0.06652,0.4,K,87.46629724,87.47,87.37337143,19.70235375,1310.600571
8,1,0,10,0,leaf,0.04741,0.5,K,119.4850541,119.5,119.3921283,30.21947985,1432.70554
9,1,0,10,0,root,0.00169,0.7,K,2.796949661,2.797,2.704023853,13.71440669,23.17734731
10,1,0,10,1,leaf,0.06685,0.4,K,75.21366645,75.21,75.12074064,16.85581316,1126.81111
11,1,0,10,1,leaf,0.0075,0.7,K,18.7694513,18.77,18.67652549,21.34460056,160.0845042
12,1,0,10,1,root,0.00146,0.7,K,1.65768861,1.658,1.564762802,9.186474376,13.41225259
13,1,0,10,1,leaf,0.01357,0.7,K,14.46999875,14.47,14.37707294,9.081212512,123.2320538
14,1,0,10,1,leaf,0.00244,0.7,K,2.962221107,2.962,2.869295299,10.07949168,24.59395971
15,1,0,10,1,root,8.60E-04,0.7,K,0.279112333,0.279,0.186186525,1.855679651,1.5958845
16,1,0,10,1,leaf,0.03447,0.5,K,78.21248987,78.21,78.11956406,27.19567069,937.4347687
17,1,0,10,1,leaf,0.01089,0.7,K,32.06982974,32.07,31.97690393,25.16875555,274.087748
18,1,0,10,1,root,0.0102,0.7,K,4.035383729,4.035,3.942457921,3.31298985,33.79249647
19,1,0,10,2,leaf,0.03178,0.5,K,47.06255836,47.06,46.96963255,17.73554407,563.6355906
20,1,0,10,2,leaf,0.00796,0.7,K,25.573736,25.57,25.48081019,27.43805835,218.4069445
21,1,0,10,2,root,0.00145,0.7,K,0.665214047,0.665,0.572288239,3.382984664,4.905327763
22,1,0,10,2,leaf,0.01486,0.7,K,19.22581172,19.23,19.13288591,11.03608109,163.996165
23,1,0,10,2,leaf,0.00285,0.7,K,4.551212673,4.551,4.458286865,13.40838155,38.21388741
24,1,0,10,2,root,0.00329,0.7,K,0.74272545,0.743,0.649799642,1.692921343,5.569711217
25,1,0,10,2,leaf,0.03215,0.5,K,72.83250429,72.83,72.73957848,27.15007595,872.8749418
26,1,0,10,2,leaf,0.0097,0.7,K,30.71442691,30.71,30.6215011,27.05876386,262.4700094
27,1,0,10,2,root,0.0043,0.7,K,1.286258954,1.286,1.193333146,2.378737168,10.22856982
55,0,1,01,0,leaf,0.01027,0.7,K,13.28787273,13.29,13.19494692,11.01261393,113.099545
56,0,1,01,0,leaf,0.01377,0.7,K,26.39100508,26.39,26.29807927,16.36979724,225.412108
57,0,1,01,0,root,0.00161,0.7,K,0.98226904,0.982,0.889343232,4.734746577,7.622941989
58,0,1,01,0,leaf,0.04048,0.5,K,40.90189842,40.9,40.80897261,12.09752153,489.7076713
59,0,1,01,0,leaf,0.02221,0.5,K,20.46364949,20.46,20.37072368,11.00624422,244.4486842
60,0,1,01,0,root,0.00136,0.7,K,0.576018235,0.576,0.483092427,3.04470017,4.140792231
61,0,1,01,0,leaf,0.06928,0.4,K,51.41162009,51.41,51.31869428,11.11114917,769.7804142
62,0,1,01,0,leaf,0.02692,0.5,K,31.18197728,31.18,31.08905147,13.85841819,373.0686177
63,0,1,01,0,root,0.00205,0.7,K,0.999891758,1,0.90696595,3.792192125,7.773993857
64,0,1,01,1,leaf,0.0158,0.7,K,27.68378221,27.68,27.5908564,14.96791487,236.4930549
65,0,1,01,1,leaf,0.0042,0.7,K,6.404442253,6.404,6.311516445,12.88064581,54.09871239
66,0,1,01,1,root,0.00109,0.7,K,0.534953939,0.535,0.442028131,3.475974818,3.788812551
67,0,1,01,1,leaf,0.02225,0.5,K,23.40693558,23.41,23.31400977,12.57384797,279.7681173
68,0,1,01,1,leaf,0.01885,0.7,K,25.30705469,25.31,25.21412888,11.46531059,216.1211047
69,0,1,01,1,root,0.00414,0.7,K,1.170769433,1.171,1.077843625,2.2315603,9.238659643
70,0,1,01,1,leaf,0.05336,0.5,K,40.03762649,40.04,39.94470068,8.98306612,479.3364082
71,0,1,01,1,leaf,0.01974,0.7,K,28.38188121,28.38,28.2889554,12.28352384,242.4767606
72,0,1,01,1,root,0.00194,0.7,K,0.718054232,0.718,0.625128424,2.761981255,5.358243634
73,0,1,01,2,leaf,0.01725,0.7,K,29.64866295,29.65,29.55573714,14.68608057,253.3348898
74,0,1,01,2,leaf,0.01065,0.7,K,23.89515429,23.9,23.80222848,19.15672312,204.0191013
75,0,1,01,2,root,9.00E-04,0.7,K,0.271022535,0.271,0.178096727,1.696159305,1.526543374
76,0,1,01,2,leaf,0.06388,0.4,K,50.94803393,50.95,50.85510812,11.94155638,762.8266218
77,0,1,01,2,leaf,0.02182,0.5,K,18.7143799,18.71,18.62145409,10.24094634,223.4574491
78,0,1,01,2,root,0.00432,0.7,K,5.142560718,5.143,5.04963491,10.01911688,43.28258494
79,0,1,01,2,leaf,0.09999,0.4,K,49.60523582,49.61,49.51231001,7.427589261,742.6846502
80,0,1,01,2,leaf,0.04808,0.5,K,48.06472847,48.06,47.97180266,11.97299567,575.6616319
81,0,1,01,2,root,0.00432,0.7,K,1.410699637,1.411,1.317773829,2.614630613,11.29520425
1,1,0,10,0,leaf,0.10951,0.4,Fe,0.197924103,0.198,0.170874151,0.02340528,2.563112265
2,1,0,10,0,leaf,0.026,0.5,Fe,0.094855086,0.095,0.067805134,0.031294677,0.813661608
3,1,0,10,0,root,0.0029,0.7,Fe,2.048383736,2.048,2.021333784,5.974385568,17.32571815
4,1,0,10,0,leaf,0.04946,0.5,Fe,0.103601682,0.104,0.07655173,0.018573004,0.91862076
5,1,0,10,0,leaf,0.01384,0.7,Fe,0.062187006,0.062,0.035137054,0.021761181,0.301174749
6,1,0,10,0,root,8.70E-04,0.7,Fe,1.103418605,1.103,1.076368653,10.60461727,9.226017026
7,1,0,10,0,leaf,0.06652,0.4,Fe,0.112276163,0.112,0.085226211,0.019218177,1.278393165
8,1,0,10,0,leaf,0.04741,0.5,Fe,0.12384937,0.124,0.096799418,0.024501013,1.161593016
9,1,0,10,0,root,0.00169,0.7,Fe,1.323411354,1.323,1.296361402,6.574952166,11.11166916
10,1,0,10,1,leaf,0.06685,0.4,Fe,0.098948901,0.099,0.071898949,0.016132898,1.078484235
11,1,0,10,1,leaf,0.0075,0.7,Fe,0.05712658,0.057,0.030076628,0.034373289,0.257799669
12,1,0,10,1,root,0.00146,0.7,Fe,1.307073742,1.307,1.28002379,7.514816771,10.97163249
13,1,0,10,1,leaf,0.01357,0.7,Fe,0.062631413,0.063,0.035581461,0.022474867,0.304983951
14,1,0,10,1,leaf,0.00244,0.7,Fe,0.037249279,0.037,0.010199327,0.035829018,0.087422803
15,1,0,10,1,root,8.60E-04,0.7,Fe,1.813194486,1.813,1.786144534,17.80210499,15.30981029
16,1,0,10,1,leaf,0.03447,0.5,Fe,0.100243544,0.1,0.073193592,0.025480798,0.878323104
17,1,0,10,1,leaf,0.01089,0.7,Fe,0.107704707,0.108,0.080654755,0.063482688,0.691326471
18,1,0,10,1,root,0.0102,0.7,Fe,13.74116224,13.74,13.71411229,11.52446411,117.5495339
19,1,0,10,2,leaf,0.03178,0.5,Fe,0.081497696,0.081,0.054447744,0.020559249,0.653372928
20,1,0,10,2,leaf,0.00796,0.7,Fe,0.058187901,0.058,0.031137949,0.033529737,0.266896706
21,1,0,10,2,root,0.00145,0.7,Fe,0.902816001,0.903,0.875766049,5.176942162,7.506566134
22,1,0,10,2,leaf,0.01486,0.7,Fe,0.057550642,0.058,0.03050069,0.017593169,0.261434486
23,1,0,10,2,leaf,0.00285,0.7,Fe,0.051913398,0.052,0.024863446,0.074777281,0.213115251
24,1,0,10,2,root,0.00329,0.7,Fe,1.51474325,1.515,1.487693298,3.875883538,12.75165684
25,1,0,10,2,leaf,0.03215,0.5,Fe,0.113021721,0.113,0.085971769,0.032088996,1.031661228
26,1,0,10,2,leaf,0.0097,0.7,Fe,0.080485604,0.08,0.053435652,0.047218544,0.458019874
27,1,0,10,2,root,0.0043,0.7,Fe,3.574119027,3.574,3.547069075,7.070569585,30.40344921
55,0,1,01,0,leaf,0.01027,0.7,Fe,0.041221951,0.041,0.014171999,0.01182807,0.121474277
56,0,1,01,0,leaf,0.01377,0.7,Fe,0.059644906,0.06,0.032594954,0.02028942,0.27938532
57,0,1,01,0,root,0.00161,0.7,Fe,0.672635647,0.673,0.645585695,3.437013461,5.533591671
58,0,1,01,0,leaf,0.04048,0.5,Fe,0.084951761,0.085,0.057901809,0.017164568,0.694821708
59,0,1,01,0,leaf,0.02221,0.5,Fe,0.073362769,0.073,0.046312817,0.025022684,0.555753804
60,0,1,01,0,root,0.00136,0.7,Fe,0.905077338,0.905,0.878027386,5.533786046,7.525949023
61,0,1,01,0,leaf,0.06928,0.4,Fe,0.192922462,0.193,0.16587251,0.035913505,2.48808765
62,0,1,01,0,leaf,0.02692,0.5,Fe,0.075241436,0.075,0.048191484,0.021482088,0.578297808
63,0,1,01,0,root,0.00205,0.7,Fe,1.48855218,1.489,1.461502228,6.110810709,12.52716195
64,0,1,01,1,leaf,0.0158,0.7,Fe,0.061473995,0.061,0.034424043,0.018674888,0.295063226
65,0,1,01,1,leaf,0.0042,0.7,Fe,0.062124589,0.062,0.035074637,0.071580892,0.300639746
66,0,1,01,1,root,0.00109,0.7,Fe,0.370955782,0.371,0.34390583,2.704370878,2.947764257
67,0,1,01,1,leaf,0.02225,0.5,Fe,0.054648588,0.055,0.027598636,0.014884658,0.331183632
68,0,1,01,1,leaf,0.01885,0.7,Fe,0.079800313,0.08,0.052750361,0.023986523,0.452145951
69,0,1,01,1,root,0.00414,0.7,Fe,2.275895301,2.276,2.248845349,4.655994511,19.27581728
70,0,1,01,1,leaf,0.05336,0.5,Fe,0.170412499,0.17,0.143362547,0.032240453,1.720350564
71,0,1,01,1,leaf,0.01974,0.7,Fe,0.09857259,0.099,0.071522638,0.031056291,0.613051183
72,0,1,01,1,root,0.00194,0.7,Fe,1.4234436,1.423,1.396393648,6.169633202,11.96908841
73,0,1,01,2,leaf,0.01725,0.7,Fe,0.062565708,0.063,0.035515756,0.017647581,0.304420766
74,0,1,01,2,leaf,0.01065,0.7,Fe,0.054617434,0.055,0.027567482,0.022187108,0.236292703
75,0,1,01,2,root,9.00E-04,0.7,Fe,0.823698789,0.824,0.796648837,7.587131781,6.828418603
76,0,1,01,2,leaf,0.06388,0.4,Fe,0.087569848,0.088,0.060519896,0.014210996,0.90779844
77,0,1,01,2,leaf,0.02182,0.5,Fe,0.073480882,0.073,0.04643093,0.025534884,0.55717116
78,0,1,01,2,root,0.00432,0.7,Fe,1.057729846,1.058,1.030679894,2.04499979,8.834399091
79,0,1,01,2,leaf,0.09999,0.4,Fe,0.260014652,0.26,0.2329647,0.0349482,3.4944705
80,0,1,01,2,leaf,0.04808,0.5,Fe,0.108288181,0.108,0.081238229,0.020275764,0.974858748
81,0,1,01,2,root,0.00432,0.7,Fe,2.838381778,2.838,2.811331826,5.578039337,24.09712994
1,1,0,10,0,leaf,0.10951,0.4,Zn,0.297609267,0.298,0.290462576,0.039785761,4.35693864
2,1,0,10,0,leaf,0.026,0.5,Zn,0.200093789,0.2,0.192947098,0.089052507,2.315365176
3,1,0,10,0,root,0.0029,0.7,Zn,0.136130906,0.136,0.128984215,0.381234133,1.105578986
4,1,0,10,0,leaf,0.04946,0.5,Zn,0.138089845,0.138,0.130943154,0.031769467,1.571317848
5,1,0,10,0,leaf,0.01384,0.7,Zn,0.112295583,0.112,0.105148892,0.065121114,0.901276217
6,1,0,10,0,root,8.70E-04,0.7,Zn,0.04412155,0.044,0.036974859,0.364284325,0.316927363
7,1,0,10,0,leaf,0.06652,0.4,Zn,0.724667963,0.725,0.717521272,0.161798242,10.76281908
8,1,0,10,0,leaf,0.04741,0.5,Zn,0.280237571,0.28,0.27309088,0.069122349,3.27709056
9,1,0,10,0,root,0.00169,0.7,Zn,0.068471232,0.068,0.061324541,0.311028948,0.525638923
10,1,0,10,1,leaf,0.06685,0.4,Zn,0.383007737,0.383,0.375861046,0.084336809,5.63791569
11,1,0,10,1,leaf,0.0075,0.7,Zn,0.068648636,0.069,0.061501945,0.070287937,0.527159529
12,1,0,10,1,root,0.00146,0.7,Zn,0.080512551,0.081,0.07336586,0.430719335,0.628850229
13,1,0,10,1,leaf,0.01357,0.7,Zn,0.083206109,0.083,0.076059418,0.048042584,0.651937869
14,1,0,10,1,leaf,0.00244,0.7,Zn,0.022515297,0.023,0.015368606,0.053988077,0.131730909
15,1,0,10,1,root,8.60E-04,0.7,Zn,0.03368383,0.034,0.026537139,0.264489757,0.227461191
16,1,0,10,1,leaf,0.03447,0.5,Zn,0.242391536,0.242,0.235244845,0.081895507,2.82293814
17,1,0,10,1,leaf,0.01089,0.7,Zn,0.096175068,0.096,0.089028377,0.070073496,0.763100374
18,1,0,10,1,root,0.0102,0.7,Zn,0.606311025,0.606,0.599164334,0.50349944,5.135694291
19,1,0,10,2,leaf,0.03178,0.5,Zn,0.15827765,0.158,0.151130959,0.057066441,1.813571508
20,1,0,10,2,leaf,0.00796,0.7,Zn,0.076230307,0.076,0.069083616,0.074390111,0.59214528
21,1,0,10,2,root,0.00145,0.7,Zn,0.094165964,0.094,0.087019273,0.514399643,0.745879483
22,1,0,10,2,leaf,0.01486,0.7,Zn,0.071430113,0.071,0.064283422,0.037079459,0.55100076
23,1,0,10,2,leaf,0.00285,0.7,Zn,0.041800083,0.042,0.034653392,0.104220728,0.297029074
24,1,0,10,2,root,0.00329,0.7,Zn,0.030472751,0.03,0.02332606,0.060771324,0.199937657
25,1,0,10,2,leaf,0.03215,0.5,Zn,0.233223797,0.233,0.226077106,0.084383368,2.712925272
26,1,0,10,2,leaf,0.0097,0.7,Zn,0.097068791,0.097,0.0899221,0.079459882,0.770760857
27,1,0,10,2,root,0.0043,0.7,Zn,0.122790783,0.123,0.115644092,0.230519785,0.991235074
55,0,1,01,0,leaf,0.01027,0.7,Zn,0.02410635,0.024,0.016959659,0.014154674,0.145368506
56,0,1,01,0,leaf,0.01377,0.7,Zn,0.069379632,0.069,0.062232941,0.038738214,0.533425209
57,0,1,01,0,root,0.00161,0.7,Zn,0.060709961,0.061,0.05356327,0.285163815,0.459113743
58,0,1,01,0,leaf,0.04048,0.5,Zn,0.249736526,0.25,0.242589835,0.071913983,2.91107802
59,0,1,01,0,leaf,0.02221,0.5,Zn,0.083353924,0.083,0.076207233,0.041174552,0.914486796
60,0,1,01,0,root,0.00136,0.7,Zn,0.195811935,0.196,0.188665244,1.189066664,1.617130663
61,0,1,01,0,leaf,0.06928,0.4,Zn,0.353550206,0.354,0.346403515,0.075000761,5.196052725
62,0,1,01,0,leaf,0.02692,0.5,Zn,0.086734984,0.087,0.079588293,0.035477694,0.955059516
63,0,1,01,0,root,0.00205,0.7,Zn,0.068435018,0.068,0.061288327,0.256257813,0.525328517
64,0,1,01,1,leaf,0.0158,0.7,Zn,0.054405813,0.054,0.047259122,0.02563786,0.405078189
65,0,1,01,1,leaf,0.0042,0.7,Zn,0.024194308,0.024,0.017047617,0.034791055,0.146122431
66,0,1,01,1,root,0.00109,0.7,Zn,0.034790262,0.035,0.027643571,0.217380637,0.236944894
67,0,1,01,1,leaf,0.02225,0.5,Zn,0.189881098,0.19,0.182734407,0.098553388,2.192812884
68,0,1,01,1,leaf,0.01885,0.7,Zn,0.083934382,0.084,0.076787691,0.034916722,0.658180209
69,0,1,01,1,root,0.00414,0.7,Zn,0.701791338,0.702,0.694644647,1.438187675,5.954096974
70,0,1,01,1,leaf,0.05336,0.5,Zn,0.323241935,0.323,0.316095244,0.071085887,3.793142928
71,0,1,01,1,leaf,0.01974,0.7,Zn,0.098539225,0.099,0.091392534,0.039684122,0.783364577
