Cap,Salt,Cadmium,SaltCadmium,Timepoint,TissueType,DryWeight,VolDigestUsed,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
72,0,1,01,1,root,0.00194,0.7,Zn,0.049327472,0.049,0.042180781,0.186365748,0.361549551
73,0,1,01,2,leaf,0.01725,0.7,Zn,0.05277526,0.053,0.045628569,0.022672581,0.39110202
74,0,1,01,2,leaf,0.01065,0.7,Zn,0.058424327,0.058,0.051277636,0.041269727,0.439522594
75,0,1,01,2,root,9.00E-04,0.7,Zn,0.044906212,0.045,0.037759521,0.359614486,0.323653037
76,0,1,01,2,leaf,0.06388,0.4,Zn,0.256588065,0.257,0.249441374,0.058572646,3.74162061
77,0,1,01,2,leaf,0.02182,0.5,Zn,0.072315299,0.072,0.065168608,0.035839748,0.782023296
78,0,1,01,2,root,0.00432,0.7,Zn,0.627924663,0.628,0.620777972,1.231702325,5.320954046
79,0,1,01,2,leaf,0.09999,0.4,Zn,0.423256284,0.423,0.416109593,0.062422681,6.241643895
80,0,1,01,2,leaf,0.04808,0.5,Zn,0.199657036,0.2,0.192510345,0.048047507,2.31012414
81,0,1,01,2,root,0.00432,0.7,Zn,0.157675865,0.158,0.150529174,0.298668996,1.290250063
28,0,0,00,0,leaf,0.00567,0.7,Cd,0.007017606,0.007,0.002572239,0.003888494,0.022047763
29,0,0,00,0,leaf,0.0034,0.7,Cd,0.006955939,0.007,0.002510572,0.006329173,0.021519189
30,0,0,00,0,root,4.40E-04,0.9,Cd,0.006087878,0.006,0.001642511,0.02488653,0.010950073
31,0,0,00,0,leaf,0.02381,0.7,Cd,0.006578702,0.007,0.002133335,7.68E-04,0.018285729
32,0,0,00,0,leaf,0.00592,0.7,Cd,8.61E-04,0.001,0,0,0
33,0,0,00,0,root,6.60E-04,0.9,Cd,0,0,0,0,0
34,0,0,00,0,leaf,0.04599,0.7,Cd,0.006337639,0.006,0.001892272,3.53E-04,0.016219474
35,0,0,00,0,leaf,0.01297,0.7,Cd,0.005308046,0.005,8.63E-04,5.70E-04,0.007394391
36,0,0,00,0,root,0.00181,0.7,Cd,0.006270254,0.006,0.001824887,0.008641927,0.015641889
37,0,0,00,1,leaf,0.0067,0.7,Cd,0.006218319,0.006,0.001772952,0.002268169,0.015196731
38,0,0,00,1,leaf,0.00494,0.7,Cd,0.004898394,0.005,4.53E-04,7.86E-04,0.003883089
39,0,0,00,1,root,4.50E-04,0.9,Cd,0.006316509,0.006,0.001871142,0.027720622,0.01247428
40,0,0,00,1,leaf,0.02266,0.7,Cd,0.005711163,0.006,0.001265796,4.79E-04,0.01084968
41,0,0,00,1,leaf,0.0201,0.7,Cd,0.005744536,0.006,0.001299169,5.54E-04,0.011135734
42,0,0,00,1,root,0.00206,0.7,Cd,0.00483294,0.005,3.88E-04,0.001612648,0.003322054
43,0,0,00,1,leaf,0.05449,0.7,Cd,0.004222068,0.004,0,0,0
44,0,0,00,1,leaf,0.03535,0.7,Cd,0.006242899,0.006,0.001797532,4.36E-04,0.015407417
45,0,0,00,1,root,0.00493,0.7,Cd,0,0,0,0,0
46,0,0,00,2,leaf,0.00734,0.7,Cd,0.006680086,0.007,0.002234719,0.002609637,0.019154734
47,0,0,00,2,leaf,0.00558,0.7,Cd,0.00454305,0.005,9.77E-05,1.50E-04,8.37E-04
48,0,0,00,2,root,6.90E-04,0.9,Cd,0.005609245,0.006,0.001163878,0.011245198,0.007759187
49,0,0,00,2,leaf,0.03089,0.7,Cd,0.005740457,0.006,0.00129509,3.59E-04,0.011100771
50,0,0,00,2,leaf,0.0157,0.7,Cd,0.004626649,0.005,1.81E-04,9.90E-05,0.001553846
51,0,0,00,2,root,0.00293,0.7,Cd,0.005108282,0.005,6.63E-04,0.001939293,0.005682129
52,0,0,00,2,leaf,0.05331,0.7,Cd,0.005070288,0.005,6.25E-04,1.00E-04,0.005356466
53,0,0,00,2,leaf,0.01395,0.7,Cd,0.004426483,0.004,0,0,0
54,0,0,00,2,root,0.0067,0.7,Cd,0.005589393,0.006,0.001144026,0.001463573,0.009805937
82,1,1,11,0,leaf,0.02167,0.7,Cd,0.004871271,0.005,4.26E-04,1.68E-04,0.003650606
83,1,1,11,0,leaf,0.00766,0.7,Cd,0.005593689,0.006,0.001148322,0.001284956,0.00984276
84,1,1,11,0,root,0.00413,0.7,Cd,0.01153642,0.012,0.007091053,0.014716817,0.060780454
85,1,1,11,0,leaf,0.08326,0.7,Cd,0.005529956,0.006,0.001084589,1.12E-04,0.009296477
86,1,1,11,0,leaf,0.02175,0.7,Cd,0.00505236,0.005,6.07E-04,2.39E-04,0.005202797
87,1,1,11,0,root,0.00262,0.7,Cd,0.009072841,0.009,0.004627474,0.015138955,0.039664063
88,1,1,11,0,leaf,0.01696,0.7,Cd,0.005463773,0.005,0.001018406,5.15E-04,0.008729194
89,1,1,11,0,leaf,0.02156,0.7,Cd,0.004604436,0.005,1.59E-04,6.32E-05,0.001363449
90,1,1,11,0,root,0.00338,0.7,Cd,0.013420966,0.013,0.008975599,0.022761451,0.076933706
91,1,1,11,1,leaf,0.02091,0.7,Cd,0.009507669,0.01,0.005062302,0.002075139,0.04339116
92,1,1,11,1,leaf,0.00779,0.7,Cd,0.007524127,0.008,0.00307876,0.003387596,0.026389371
93,1,1,11,1,root,0.0019,0.7,Cd,0.01033172,0.01,0.005886353,0.026554976,0.050454454
94,1,1,11,1,leaf,0.08039,0.7,Cd,0.007875554,0.008,0.003430187,3.66E-04,0.029401603
95,1,1,11,1,leaf,0.02439,0.7,Cd,0.006790051,0.007,0.002344684,8.24E-04,0.020097291
96,1,1,11,1,root,8.60E-04,0.9,Cd,0.022164368,0.022,0.017719001,0.137356597,0.118126673
97,1,1,11,1,leaf,0.02143,0.7,Cd,0.00550368,0.006,0.001058313,4.23E-04,0.009071254
98,1,1,11,1,leaf,0.01283,0.7,Cd,0.004174916,0.004,0,0,0
99,1,1,11,1,root,0.00403,0.7,Cd,0.016842301,0.017,0.012396934,0.026367105,0.106259434
100,1,1,11,2,leaf,0.01067,0.7,Cd,0.01762088,0.018,0.013175513,0.010584158,0.112932969
101,1,1,11,2,leaf,0.0064,0.7,Cd,0.014558885,0.015,0.010113518,0.01354489,0.086687297
102,1,1,11,2,root,0.00558,0.7,Cd,0.072988592,0.073,0.068543225,0.105289132,0.587513357
103,1,1,11,2,leaf,0.08275,0.7,Cd,0.007321494,0.007,0.002876127,2.98E-04,0.024652517
104,1,1,11,2,leaf,0.02628,0.7,Cd,0.006536758,0.007,0.002091391,6.82E-04,0.017926209
105,1,1,11,2,root,0.01388,0.7,Cd,0.703041569,0.703,0.698596202,0.431409758,5.987967446
106,1,1,11,2,leaf,0.02069,0.7,Cd,0.001247143,0.001,0,0,0
107,1,1,11,2,leaf,0.01375,0.7,Cd,0.006803966,0.007,0.002358599,0.001470295,0.020216563
108,1,1,11,2,root,0.00681,0.7,Cd,0.023100468,0.023,0.018655101,0.023480303,0.159900866
28,0,0,00,0,leaf,0.00567,0.7,Na,0.232370428,0.232,0,0,0
29,0,0,00,0,leaf,0.0034,0.7,Na,0.227859393,0.228,0,0,0
30,0,0,00,0,root,4.40E-04,0.9,Na,0.279103879,0.279,0,0,0
31,0,0,00,0,leaf,0.02381,0.7,Na,1.968999667,1.969,1.606029293,0.578158982,13.76596537
32,0,0,00,0,leaf,0.00592,0.7,Na,0.430906712,0.431,0.067936338,0.098363424,0.582311469
33,0,0,00,0,root,6.60E-04,0.9,Na,0.464336331,0.464,0.101365957,1.023898556,0.675773047
34,0,0,00,0,leaf,0.04599,0.7,Na,2.616565822,2.617,2.253595448,0.420015925,19.31653241
35,0,0,00,0,leaf,0.01297,0.7,Na,0.626883913,0.627,0.263913539,0.174411415,2.262116049
36,0,0,00,0,root,0.00181,0.7,Na,0.718587064,0.719,0.35561669,1.684056938,3.048143057
37,0,0,00,1,leaf,0.0067,0.7,Na,0.227759537,0.228,0,0,0
38,0,0,00,1,leaf,0.00494,0.7,Na,0.251450512,0.251,0,0,0
39,0,0,00,1,root,4.50E-04,0.9,Na,0.487308012,0.487,0.124337638,1.842039081,0.828917587
40,0,0,00,1,leaf,0.02266,0.7,Na,1.001714336,1.002,0.638743962,0.241612897,5.474948246
41,0,0,00,1,leaf,0.0201,0.7,Na,0.973078148,0.973,0.610107774,0.260173891,5.229495206
42,0,0,00,1,root,0.00206,0.7,Na,0.909096004,0.909,0.54612563,2.272367393,4.681076829
43,0,0,00,1,leaf,0.05449,0.7,Na,3.834934292,3.835,3.471963918,0.546149582,29.75969073
44,0,0,00,1,leaf,0.03535,0.7,Na,1.947944119,1.948,1.584973745,0.384313699,13.58548924
45,0,0,00,1,root,0.00493,0.7,Na,2.32391997,2.324,1.960949596,3.409358904,16.80813939
46,0,0,00,2,leaf,0.00734,0.7,Na,0.312555098,0.313,0,0,0
47,0,0,00,2,leaf,0.00558,0.7,Na,0.065292153,0.065,0,0,0
48,0,0,00,2,root,6.90E-04,0.9,Na,0.341303755,0.341,0,0,0
49,0,0,00,2,leaf,0.03089,0.7,Na,1.011704234,1.012,0.64873386,0.18001217,5.560575943
50,0,0,00,2,leaf,0.0157,0.7,Na,0.801321637,0.801,0.438351263,0.239318251,3.75729654
51,0,0,00,2,root,0.00293,0.7,Na,0.747384013,0.747,0.384413639,1.124564522,3.294974049
52,0,0,00,2,leaf,0.05331,0.7,Na,4.154489362,4.154,3.791518988,0.609617974,32.49873418
53,0,0,00,2,leaf,0.01395,0.7,Na,0.730368163,0.73,0.367397789,0.225743649,3.149123906
54,0,0,00,2,root,0.0067,0.7,Na,1.444870853,1.445,1.081900479,1.384094429,9.273432677
82,1,1,11,0,leaf,0.02167,0.7,Na,1.61303941,1.613,1.250069036,0.494456735,10.71487745
83,1,1,11,0,leaf,0.00766,0.7,Na,0.495536287,0.496,0.132565913,0.148339328,1.136279254
84,1,1,11,0,root,0.00413,0.7,Na,2.274776827,2.275,1.911806453,3.967775413,16.38691245
85,1,1,11,0,leaf,0.08326,0.7,Na,5.228278792,5.228,4.865308418,0.500872491,41.70264358
86,1,1,11,0,leaf,0.02175,0.7,Na,1.158044737,1.158,0.795074363,0.313329798,6.814923111
87,1,1,11,0,root,0.00262,0.7,Na,1.421345259,1.421,1.058374885,3.462513255,9.071784729
88,1,1,11,0,leaf,0.01696,0.7,Na,1.163728551,1.164,0.800758177,0.404695844,6.863641517
89,1,1,11,0,leaf,0.02156,0.7,Na,0.615133044,0.615,0.25216267,0.1002502,2.161394314
90,1,1,11,0,root,0.00338,0.7,Na,1.787859262,1.788,1.424888888,3.613412227,12.21333333
91,1,1,11,1,leaf,0.02091,0.7,Na,25.20815017,25.21,24.8451798,10.18453773,212.958684
92,1,1,11,1,leaf,0.00779,0.7,Na,9.230455333,9.23,8.867484959,9.756997938,76.00701393
93,1,1,11,1,root,0.0019,0.7,Na,1.336243817,1.336,0.973273443,4.390707262,8.342343797
94,1,1,11,1,leaf,0.08039,0.7,Na,6.134839295,6.135,5.771868921,0.615414382,49.47316218
95,1,1,11,1,leaf,0.02439,0.7,Na,1.025494783,1.025,0.662524409,0.232832335,5.678780649
96,1,1,11,1,root,8.60E-04,0.9,Na,1.165900764,1.166,0.80293039,6.224266589,5.352869267
97,1,1,11,1,leaf,0.02143,0.7,Na,1.279403837,1.279,0.916433463,0.366548949,7.855143969
98,1,1,11,1,leaf,0.01283,0.7,Na,0.458204772,0.458,0.095234398,0.063623916,0.81629484
99,1,1,11,1,root,0.00403,0.7,Na,2.577744981,2.578,2.214774607,4.710615967,18.98378235
100,1,1,11,2,leaf,0.01067,0.7,Na,12.05880905,12.06,11.69583868,9.395505698,100.2500458
101,1,1,11,2,leaf,0.0064,0.7,Na,22.87231723,22.87,22.50934686,30.14644668,192.9372588
102,1,1,11,2,root,0.00558,0.7,Na,3.930866239,3.931,3.567895865,5.48063881,30.58196456
103,1,1,11,2,leaf,0.08275,0.7,Na,7.528781824,7.529,7.16581145,0.742250647,61.421241
104,1,1,11,2,leaf,0.02628,0.7,Na,1.332935159,1.333,0.969964785,0.316361639,8.313983871
105,1,1,11,2,root,0.01388,0.7,Na,13.37172193,13.37,13.00875156,8.033399479,111.5035848
106,1,1,11,2,leaf,0.02069,0.7,Na,1.185362028,1.185,0.822391654,0.340699435,7.04907132
107,1,1,11,2,leaf,0.01375,0.7,Na,0.637177394,0.637,0.27420702,0.170934246,2.350345886
108,1,1,11,2,root,0.00681,0.7,Na,4.295799128,4.296,3.932828754,4.950067658,33.70996075
28,0,0,00,0,leaf,0.00567,0.7,K,0.533033335,0.533,0.48556188,0.734031565,4.161958971
29,0,0,00,0,leaf,0.0034,0.7,K,1.694468047,1.694,1.646996592,4.152092249,14.11711365
30,0,0,00,0,root,4.40E-04,0.9,K,0.216571191,0.217,0.169099736,2.562117212,1.127331573
31,0,0,00,0,leaf,0.02381,0.7,K,44.14494263,44.14,44.09747118,15.87477213,377.9783244
32,0,0,00,0,leaf,0.00592,0.7,K,12.04193466,12.04,11.99446321,17.36650078,102.8096846
33,0,0,00,0,root,6.60E-04,0.9,K,0.600823751,0.601,0.553352296,5.589417131,3.689015307
34,0,0,00,0,leaf,0.04599,0.7,K,116.2805266,116.3,116.2330551,21.66304261,996.2833298
35,0,0,00,0,leaf,0.01297,0.7,K,27.0628358,27.06,27.01536435,17.85352859,231.5602658
36,0,0,00,0,root,0.00181,0.7,K,1.804747111,1.805,1.757275656,8.321747384,15.06236277
37,0,0,00,1,leaf,0.0067,0.7,K,0.617271972,0.617,0.569800517,0.728955885,4.884004431
38,0,0,00,1,leaf,0.00494,0.7,K,2.238854865,2.239,2.19138341,3.802284691,18.78328637
39,0,0,00,1,root,4.50E-04,0.9,K,0.90575131,0.906,0.858279855,12.71525711,5.7218657
40,0,0,00,1,leaf,0.02266,0.7,K,17.60369417,17.6,17.55622272,6.640860944,150.481909
41,0,0,00,1,leaf,0.0201,0.7,K,39.45252466,39.45,39.40505321,16.80386064,337.7575989
42,0,0,00,1,root,0.00206,0.7,K,2.332282559,2.332,2.284811104,9.506842319,19.58409518
43,0,0,00,1,leaf,0.05449,0.7,K,74.14966053,74.15,74.10218908,11.65648047,635.1616206
44,0,0,00,1,leaf,0.03535,0.7,K,79.40295219,79.4,79.35548074,19.24157949,680.1898349
45,0,0,00,1,root,0.00493,0.7,K,4.352293672,4.352,4.304822217,7.48447792,36.89847615
46,0,0,00,2,leaf,0.00734,0.7,K,6.859314566,6.859,6.811843111,7.954663033,58.38722667
47,0,0,00,2,leaf,0.00558,0.7,K,0,0,0,0,0
48,0,0,00,2,root,6.90E-04,0.9,K,0.299684729,0.3,0.252213274,2.436843227,1.681421827
49,0,0,00,2,leaf,0.03089,0.7,K,30.98942627,30.99,30.94195482,8.585845114,265.2167556
50,0,0,00,2,leaf,0.0157,0.7,K,30.6821845,30.68,30.63471305,16.72504807,262.5832547
51,0,0,00,2,root,0.00293,0.7,K,2.976986536,2.977,2.929515081,8.570009988,25.11012927
52,0,0,00,2,leaf,0.05331,0.7,K,112.5078324,112.5,112.4603609,18.08189741,963.945951
53,0,0,00,2,leaf,0.01395,0.7,K,30.61299849,30.61,30.56552704,18.78066177,261.9902317
54,0,0,00,2,root,0.0067,0.7,K,3.060386312,3.06,3.012914857,3.854475297,25.82498449
82,1,1,11,0,leaf,0.02167,0.7,K,61.3587165,61.36,61.31124505,24.25126708,525.5249575
83,1,1,11,0,leaf,0.00766,0.7,K,19.97947634,19.98,19.93200489,22.30362352,170.8457562
84,1,1,11,0,root,0.00413,0.7,K,2.045874858,2.046,1.998403403,4.14749928,17.12917203
85,1,1,11,0,leaf,0.08326,0.7,K,29.91204354,29.91,29.86457209,3.074490109,255.9820464
86,1,1,11,0,leaf,0.02175,0.7,K,40.12553205,40.13,40.0780606,15.79430959,343.5262337
87,1,1,11,0,root,0.00262,0.7,K,0.363329625,0.363,0.31585817,1.033341887,2.707355743
88,1,1,11,0,leaf,0.01696,0.7,K,54.45747417,54.46,54.41000272,27.49831674,466.3714518
89,1,1,11,0,leaf,0.02156,0.7,K,39.60379047,39.6,39.55631902,15.72607435,339.054163
90,1,1,11,0,root,0.00338,0.7,K,0.660730373,0.661,0.613258918,1.555178997,5.256505011
91,1,1,11,1,leaf,0.02091,0.7,K,42.95484613,42.95,42.90737468,17.58859384,367.7774972
92,1,1,11,1,leaf,0.00779,0.7,K,18.11536522,18.12,18.06789377,19.8803159,154.8676608
93,1,1,11,1,root,0.0019,0.7,K,0.54754688,0.548,0.500075425,2.255979361,4.286360786
94,1,1,11,1,leaf,0.08039,0.7,K,77.20033298,77.2,77.15286153,8.22627493,661.3102416
95,1,1,11,1,leaf,0.02439,0.7,K,36.31522871,36.32,36.26775726,12.74565358,310.8664908
96,1,1,11,1,root,8.60E-04,0.9,K,0.273986214,0.274,0.226514759,1.755928364,1.510098393
97,1,1,11,1,leaf,0.02143,0.7,K,59.55135398,59.55,59.50388253,23.79996635,510.0332788
98,1,1,11,1,leaf,0.01283,0.7,K,21.76060446,21.76,21.71313301,14.50604588,186.1125686
99,1,1,11,1,root,0.00403,0.7,K,0.393209845,0.393,0.34573839,0.735352832,2.963471914
100,1,1,11,2,leaf,0.01067,0.7,K,42.48089737,42.48,42.43342592,34.0876363,363.7150793
101,1,1,11,2,leaf,0.0064,0.7,K,20.91934849,20.92,20.87187704,27.95340674,178.9018032
102,1,1,11,2,root,0.00558,0.7,K,0.840810104,0.841,0.793338649,1.218646158,6.800045563
103,1,1,11,2,leaf,0.08275,0.7,K,87.74578687,87.75,87.69831542,9.083986059,751.6998464
104,1,1,11,2,leaf,0.02628,0.7,K,40.8320166,40.83,40.78454515,13.30219998,349.5818155
105,1,1,11,2,root,0.01388,0.7,K,2.100492145,2.1,2.05302069,1.267818458,17.5973202
106,1,1,11,2,leaf,0.02069,0.7,K,52.50185063,52.5,52.45437918,21.73073776,449.6089644
107,1,1,11,2,leaf,0.01375,0.7,K,24.50101506,24.5,24.45354361,15.24376744,209.6018023
108,1,1,11,2,root,0.00681,0.7,K,0.542964982,0.543,0.495493527,0.623654534,4.247087374
28,0,0,00,0,leaf,0.00567,0.7,Fe,0.054628782,0.055,0.033039659,0.049946574,0.283197077
29,0,0,00,0,leaf,0.0034,0.7,Fe,0.065591387,0.066,0.044002264,0.110930077,0.377162263
30,0,0,00,0,root,4.40E-04,0.9,Fe,0.148504697,0.149,0.126915574,1.922963242,0.846103827
31,0,0,00,0,leaf,0.02381,0.7,Fe,0.067134661,0.067,0.045545538,0.016396066,0.390390326
32,0,0,00,0,leaf,0.00592,0.7,Fe,0.063116395,0.063,0.041527272,0.060126359,0.355948046
33,0,0,00,0,root,6.60E-04,0.9,Fe,0.657769733,0.658,0.63618061,6.426066768,4.241204067
34,0,0,00,0,leaf,0.04599,0.7,Fe,0.146591075,0.147,0.125001952,0.023297354,1.071445303
35,0,0,00,0,leaf,0.01297,0.7,Fe,0.059422237,0.059,0.037833114,0.025002609,0.324283834
36,0,0,00,0,root,0.00181,0.7,Fe,1.357710281,1.358,1.336121158,6.327329872,11.45246707
37,0,0,00,1,leaf,0.0067,0.7,Fe,0.055182942,0.055,0.033593819,0.042977167,0.28794702
38,0,0,00,1,leaf,0.00494,0.7,Fe,0.027077949,0.027,0.005488826,0.0095237,0.04704708
39,0,0,00,1,root,4.50E-04,0.9,Fe,0.278125616,0.278,0.256536493,3.800540637,1.710243287
40,0,0,00,1,leaf,0.02266,0.7,Fe,0.075399874,0.075,0.053810751,0.02035459,0.461235009
41,0,0,00,1,leaf,0.0201,0.7,Fe,0.068902461,0.069,0.047313338,0.020176264,0.405542897
42,0,0,00,1,root,0.00206,0.7,Fe,0.974981617,0.975,0.953392494,3.96695906,8.171935663
43,0,0,00,1,leaf,0.05449,0.7,Fe,0.178712712,0.179,0.157123589,0.024715978,1.34677362
44,0,0,00,1,leaf,0.03535,0.7,Fe,0.137595729,0.138,0.116006606,0.028128496,0.994342337
45,0,0,00,1,root,0.00493,0.7,Fe,3.417441045,3.417,3.395851922,5.904118091,29.10730219
46,0,0,00,2,leaf,0.00734,0.7,Fe,0.038832602,0.039,0.017243479,0.02013641,0.147801249
47,0,0,00,2,leaf,0.00558,0.7,Fe,0.012628421,0.013,0,0,0
48,0,0,00,2,root,6.90E-04,0.9,Fe,0.194413892,0.194,0.172824769,1.669804531,1.152165127
49,0,0,00,2,leaf,0.03089,0.7,Fe,0.102463205,0.102,0.080874082,0.022441127,0.693206417
50,0,0,00,2,leaf,0.0157,0.7,Fe,0.060148386,0.06,0.038559263,0.021051463,0.330507969
51,0,0,00,2,root,0.00293,0.7,Fe,1.071670794,1.072,1.050081671,3.071911275,9.000700037
52,0,0,00,2,leaf,0.05331,0.7,Fe,0.20136834,0.201,0.179779217,0.028905735,1.540964717
53,0,0,00,2,leaf,0.01395,0.7,Fe,0.106008803,0.106,0.08441968,0.051870771,0.723597257
54,0,0,00,2,root,0.0067,0.7,Fe,3.868826774,3.869,3.847237651,4.921839212,32.97632272
82,1,1,11,0,leaf,0.02167,0.7,Fe,0.149019294,0.149,0.127430171,0.050404181,1.092258609
83,1,1,11,0,leaf,0.00766,0.7,Fe,0.120386719,0.12,0.098797596,0.110553073,0.846836537
84,1,1,11,0,root,0.00413,0.7,Fe,3.962669837,3.963,3.941080714,8.17934427,33.78069183
85,1,1,11,0,leaf,0.08326,0.7,Fe,0.676990616,0.677,0.655401493,0.0674721,5.617727083
86,1,1,11,0,leaf,0.02175,0.7,Fe,0.29654366,0.297,0.274954537,0.108356468,2.356753174
87,1,1,11,0,root,0.00262,0.7,Fe,3.973202778,3.973,3.951613655,12.92785274,33.87097419
88,1,1,11,0,leaf,0.01696,0.7,Fe,0.372504097,0.373,0.350914974,0.177349212,3.007842634
89,1,1,11,0,leaf,0.02156,0.7,Fe,0.170970438,0.171,0.149381315,0.059388278,1.280411271
90,1,1,11,0,root,0.00338,0.7,Fe,4.710201461,4.71,4.688612338,11.88997212,40.18810575
91,1,1,11,1,leaf,0.02091,0.7,Fe,0.166678479,0.167,0.145089356,0.059475038,1.243623051
92,1,1,11,1,leaf,0.00779,0.7,Fe,0.106299997,0.106,0.084710874,0.09320837,0.726093206
93,1,1,11,1,root,0.0019,0.7,Fe,2.531774624,2.532,2.510185501,11.32414512,21.51587572
94,1,1,11,1,leaf,0.08039,0.7,Fe,1.420860646,1.421,1.399271523,0.149194625,11.99375591
95,1,1,11,1,leaf,0.02439,0.7,Fe,0.232639776,0.233,0.211050653,0.074169971,1.809005597
96,1,1,11,1,root,8.60E-04,0.9,Fe,3.538791161,3.539,3.517202038,27.26513208,23.44801359
97,1,1,11,1,leaf,0.02143,0.7,Fe,0.681343172,0.681,0.659754049,0.263884027,5.655034706
98,1,1,11,1,leaf,0.01283,0.7,Fe,0.093295992,0.093,0.071706869,0.047905714,0.614630306
99,1,1,11,1,root,0.00403,0.7,Fe,6.193852095,6.194,6.172262972,13.12781915,52.90511119
100,1,1,11,2,leaf,0.01067,0.7,Fe,0.139762246,0.14,0.118173123,0.094930879,1.012912483
101,1,1,11,2,leaf,0.0064,0.7,Fe,0.081531523,0.082,0.0599424,0.08028,0.513792
102,1,1,11,2,root,0.00558,0.7,Fe,4.556478243,4.556,4.53488912,6.966035515,38.87047817
103,1,1,11,2,leaf,0.08275,0.7,Fe,0.840369721,0.84,0.818780598,0.084811111,7.018119411
104,1,1,11,2,leaf,0.02628,0.7,Fe,0.254059433,0.254,0.23247031,0.075822019,1.992602657
105,1,1,11,2,root,0.01388,0.7,Fe,5.127359158,5.127,5.105770035,3.153007432,43.76374316
106,1,1,11,2,leaf,0.02069,0.7,Fe,0.545572862,0.546,0.523983739,0.21707536,4.491289191
107,1,1,11,2,leaf,0.01375,0.7,Fe,0.154738233,0.155,0.13314911,0.083002043,1.141278086
108,1,1,11,2,root,0.00681,0.7,Fe,7.355157078,7.355,7.333567955,9.230419075,62.8591539
28,0,0,00,0,leaf,0.00567,0.7,Zn,0.04180055,0.042,0.034831781,0.052655754,0.298558123
29,0,0,00,0,leaf,0.0034,0.7,Zn,0.01225612,0.012,0.005287351,0.013329456,0.045320151
30,0,0,00,0,root,4.40E-04,0.9,Zn,0.028712138,0.029,0.021743369,0.329444985,0.144955793
31,0,0,00,0,leaf,0.02381,0.7,Zn,0.561377984,0.561,0.554409215,0.199583326,4.752078986
32,0,0,00,0,leaf,0.00592,0.7,Zn,0.052725938,0.053,0.045757169,0.066250727,0.392204306
33,0,0,00,0,root,6.60E-04,0.9,Zn,0.05208919,0.052,0.045120421,0.455761828,0.300802807
34,0,0,00,0,leaf,0.04599,0.7,Zn,0.175775612,0.176,0.168806843,0.031461531,1.446915797
35,0,0,00,0,leaf,0.01297,0.7,Zn,0.120849231,0.121,0.113880462,0.075259695,0.976118246
36,0,0,00,0,root,0.00181,0.7,Zn,0.067766654,0.068,0.060797885,0.287914215,0.521124729
37,0,0,00,1,leaf,0.0067,0.7,Zn,0.05156052,0.052,0.044591751,0.057047016,0.382215009
38,0,0,00,1,leaf,0.00494,0.7,Zn,0.029705494,0.03,0.022736725,0.039450651,0.194886214
39,0,0,00,1,root,4.50E-04,0.9,Zn,0.043587518,0.044,0.036618749,0.542499985,0.244124993
40,0,0,00,1,leaf,0.02266,0.7,Zn,0.309277139,0.309,0.30230837,0.114351924,2.5912146
41,0,0,00,1,leaf,0.0201,0.7,Zn,0.179559674,0.18,0.172590905,0.073599533,1.479350614
42,0,0,00,1,root,0.00206,0.7,Zn,0.185150055,0.185,0.178181286,0.741392313,1.527268166
43,0,0,00,1,leaf,0.05449,0.7,Zn,0.202993433,0.203,0.196024664,0.030835225,1.680211406
44,0,0,00,1,leaf,0.03535,0.7,Zn,0.239360607,0.239,0.232391838,0.056348799,1.99193004
45,0,0,00,1,root,0.00493,0.7,Zn,0.132283253,0.132,0.125314484,0.217875081,1.074124149
46,0,0,00,2,leaf,0.00734,0.7,Zn,0.025155481,0.025,0.018186712,0.021237889,0.155886103
47,0,0,00,2,leaf,0.00558,0.7,Zn,0.003111779,0.003,0,0,0
48,0,0,00,2,root,6.90E-04,0.9,Zn,0.020094985,0.02,0.013126216,0.126823343,0.087508107
49,0,0,00,2,leaf,0.03089,0.7,Zn,0.221958924,0.222,0.214990155,0.059655965,1.842772757
50,0,0,00,2,leaf,0.0157,0.7,Zn,0.134088147,0.134,0.127119378,0.069400934,1.089594669
51,0,0,00,2,root,0.00293,0.7,Zn,0.343346133,0.343,0.336377364,0.984039095,2.883234549
52,0,0,00,2,leaf,0.05331,0.7,Zn,0.211151752,0.211,0.204182983,0.032829485,1.750139854
53,0,0,00,2,leaf,0.01395,0.7,Zn,0.151766192,0.152,0.144797423,0.088969231,1.241120769
54,0,0,00,2,root,0.0067,0.7,Zn,0.236910126,0.237,0.229941357,0.294168047,1.970925917
82,1,1,11,0,leaf,0.02167,0.7,Zn,0.185104039,0.185,0.17813527,0.070460256,1.526873743
83,1,1,11,0,leaf,0.00766,0.7,Zn,0.089897843,0.09,0.082929074,0.092796427,0.710820634
84,1,1,11,0,root,0.00413,0.7,Zn,0.113186052,0.113,0.106217283,0.220444033,0.910433854
85,1,1,11,0,leaf,0.08326,0.7,Zn,1.026618695,1.027,1.019649926,0.104970652,8.739856509
86,1,1,11,0,leaf,0.02175,0.7,Zn,0.285897197,0.286,0.278928428,0.109922533,2.390815097
87,1,1,11,0,root,0.00262,0.7,Zn,0.067854357,0.068,0.060885588,0.199189492,0.521876469
88,1,1,11,0,leaf,0.01696,0.7,Zn,0.310850812,0.311,0.303882043,0.1535792,2.604703226
89,1,1,11,0,leaf,0.02156,0.7,Zn,0.209538196,0.21,0.202569427,0.08053383,1.736309374
90,1,1,11,0,root,0.00338,0.7,Zn,0.122863096,0.123,0.115894327,0.293899392,0.993379946
