Cap,Salt,Cadmium,Timepoint,Plant,TissueType,WetWeight,DryWeight,VolDigestUsed,Sample,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
88,1,1,0,3,old leaf,0.123,0.01696,0.7,SKT_34,Fe,0.372504097,0.373,0.350914974,0.17734921192722372,3.0078426342857143
89,1,1,0,3,young leaf,0.117,0.02156,0.7,SKT_35,Fe,0.170970438,0.171,0.14938131500000001,0.05938827789557383,1.2804112714285716
90,1,1,0,3,root,0.333,0.00338,0.7,SKT_36,Fe,4.710201461,4.71,4.6886123379999995,11.889972116652578,40.188105754285715
91,1,1,1,1,old leaf,0.224,0.02091,0.7,SKT_37,Fe,0.166678479,0.167,0.145089356,0.05947503832752614,1.2436230514285715
92,1,1,1,1,young leaf,0.084,0.00779,0.7,SKT_38,Fe,0.106299997,0.106,0.08471087399999999,0.09320837043829085,0.7260932057142857
93,1,1,1,1,root,0.232,0.0019,0.7,SKT_39,Fe,2.531774624,2.532,2.510185501,11.324145117293233,21.515875722857142
94,1,1,1,2,old leaf,0.539,0.08039,0.7,SKT_40,Fe,1.420860646,1.421,1.399271523,0.1491946250955165,11.993755911428572
95,1,1,1,2,young leaf,0.147,0.02439,0.7,SKT_41,Fe,0.232639776,0.233,0.21105065299999998,0.07416997118256898,1.809005597142857
96,1,1,1,2,root,0.212,8.6e-4,0.9,SKT_42,Fe,3.538791161,3.539,3.5172020379999998,27.26513207751938,23.448013586666665
97,1,1,1,3,old leaf,0.134,0.02143,0.7,SKT_43,Fe,0.681343172,0.681,0.659754049,0.26388402733151123,5.655034705714286
98,1,1,1,3,young leaf,0.06,0.01283,0.7,SKT_44,Fe,0.093295992,0.093,0.07170686899999999,0.04790571361763723,0.6146303057142857
99,1,1,1,3,root,0.425,0.00403,0.7,SKT_45,Fe,6.193852095,6.194,6.1722629719999995,13.127819153491671,52.905111188571425
100,1,1,2,1,old leaf,NA,0.01067,0.7,SKT_46,Fe,0.139762246,0.14,0.118173123,0.09493087936805464,1.012912482857143
101,1,1,2,1,young leaf,NA,0.0064,0.7,SKT_47,Fe,0.081531523,0.082,0.05994239999999999,0.08027999999999998,0.5137919999999999
102,1,1,2,1,root,NA,0.00558,0.7,SKT_48,Fe,4.556478243,4.556,4.53488912,6.966035514592934,38.87047817142857
103,1,1,2,2,old leaf,NA,0.08275,0.7,SKT_49,Fe,0.840369721,0.84,0.8187805979999999,0.08481111071212774,7.018119411428571
104,1,1,2,2,young leaf,NA,0.02628,0.7,SKT_50,Fe,0.254059433,0.254,0.23247031,0.0758220189171559,1.9926026571428572
105,1,1,2,2,root,NA,0.01388,0.7,SKT_51,Fe,5.127359158,5.127,5.105770035,3.1530074320708112,43.76374315714286
106,1,1,2,3,old leaf,NA,0.02069,0.7,SKT_52,Fe,0.545572862,0.546,0.523983739,0.2170753596630532,4.491289191428571
107,1,1,2,3,young leaf,NA,0.01375,0.7,SKT_53,Fe,0.154738233,0.155,0.13314911000000001,0.08300204259740261,1.141278085714286
108,1,1,2,3,root,NA,0.00681,0.7,SKT_54,Fe,7.355157078,7.355,7.333567955,9.230419074889868,62.85915390000001
28,0,0,0,1,old leaf,0.045,0.00567,0.7,SKT_01,Zn,0.04180055,0.042,0.034831781,0.05265575359032502,0.29855812285714284
29,0,0,0,1,young leaf,0.022,0.0034,0.7,SKT_02,Zn,0.01225612,0.012,0.005287351000000001,0.01332945630252101,0.04532015142857143
30,0,0,0,1,root,0,4.4e-4,0.9,SKT_03,Zn,0.028712138,0.029,0.021743369000000002,0.3294449848484849,0.14495579333333336
31,0,0,0,2,old leaf,0.241,0.02381,0.7,SKT_04,Zn,0.561377984,0.561,0.5544092150000001,0.19958332573348533,4.752078985714286
32,0,0,0,2,young leaf,0.055,0.00592,0.7,SKT_05,Zn,0.052725938,0.053,0.045757169,0.06625072731660232,0.3922043057142858
33,0,0,0,2,root,0.075,6.6e-4,0.9,SKT_06,Zn,0.05208919,0.052,0.045120421,0.4557618282828283,0.3008028066666667
34,0,0,0,3,old leaf,0.385,0.04599,0.7,SKT_07,Zn,0.175775612,0.176,0.16880684299999998,0.031461530705432846,1.4469157971428568
35,0,0,0,3,young leaf,0.114,0.01297,0.7,SKT_08,Zn,0.120849231,0.121,0.113880462,0.075259695120608,0.9761182457142857
36,0,0,0,3,root,0.087,0.00181,0.7,SKT_09,Zn,0.067766654,0.068,0.060797884999999996,0.2879142146803473,0.5211247285714286
37,0,0,1,1,old leaf,0.054,0.0067,0.7,SKT_10,Zn,0.05156052,0.052,0.044591751,0.057047016204690826,0.38221500857142854
38,0,0,1,1,young leaf,0.037,0.00494,0.7,SKT_11,Zn,0.029705494,0.03,0.022736725,0.039450650665124355,0.1948862142857143
39,0,0,1,1,root,0.015,4.5e-4,0.9,SKT_12,Zn,0.043587518,0.044,0.036618749,0.5424999851851852,0.24412499333333332
40,0,0,1,2,old leaf,0.188,0.02266,0.7,SKT_13,Zn,0.309277139,0.309,0.30230837,0.11435192409532215,2.5912146
41,0,0,1,2,young leaf,0.147,0.0201,0.7,SKT_14,Zn,0.179559674,0.18,0.17259090500000002,0.0735995330490405,1.4793506142857142
42,0,0,1,2,root,0.081,0.00206,0.7,SKT_15,Zn,0.185150055,0.185,0.178181286,0.7413923134535366,1.5272681657142855
43,0,0,1,3,old leaf,0.516,0.05449,0.7,SKT_16,Zn,0.202993433,0.203,0.19602466400000002,0.030835224916760613,1.6802114057142856
44,0,0,1,3,young leaf,0.304,0.03535,0.7,SKT_17,Zn,0.239360607,0.239,0.23239183800000002,0.05634879886845827,1.99193004
45,0,0,1,3,root,0.122,0.00493,0.7,SKT_18,Zn,0.132283253,0.132,0.125314484,0.21787508084613152,1.0741241485714286
46,0,0,2,1,old leaf,0.065,0.00734,0.7,SKT_19,Zn,0.025155481,0.025,0.018186712,0.021237888672635267,0.15588610285714286
47,0,0,2,1,young leaf,0.066,0.00558,0.7,SKT_20,Zn,0.003111779,0.003,0,0,0
48,0,0,2,1,root,0.01,6.9e-4,0.9,SKT_21,Zn,0.020094985,0.02,0.013126216,0.12682334299516912,0.08750810666666668
49,0,0,2,2,old leaf,0.266,0.03089,0.7,SKT_22,Zn,0.221958924,0.222,0.21499015500000002,0.05965596494473478,1.8427727571428574
50,0,0,2,2,young leaf,0.129,0.0157,0.7,SKT_23,Zn,0.134088147,0.134,0.127119378,0.06940093430391266,1.0895946685714286
51,0,0,2,2,root,0.087,0.00293,0.7,SKT_24,Zn,0.343346133,0.343,0.336377364,0.984039095075573,2.8832345485714286
52,0,0,2,3,old leaf,0.417,0.05331,0.7,SKT_25,Zn,0.211151752,0.211,0.20418298299999998,0.032829485167617974,1.7501398542857143
53,0,0,2,3,young leaf,0.115,0.01395,0.7,SKT_26,Zn,0.151766192,0.152,0.14479742299999998,0.08896923072196619,1.2411207685714285
54,0,0,2,3,root,0.165,0.0067,0.7,SKT_27,Zn,0.236910126,0.237,0.229941357,0.2941680473347548,1.9709259171428575
82,1,1,0,1,old leaf,0.24,0.02167,0.7,SKT_28,Zn,0.185104039,0.185,0.17813527,0.07046025578482432,1.5268737428571428
83,1,1,0,1,young leaf,0.078,0.00766,0.7,SKT_29,Zn,0.089897843,0.09,0.082929074,0.09279642745244313,0.7108206342857144
84,1,1,0,1,root,0.324,0.00413,0.7,SKT_30,Zn,0.113186052,0.113,0.106217283,0.2204440325147008,0.9104338542857142
85,1,1,0,2,old leaf,0.668,0.08326,0.7,SKT_31,Zn,1.026618695,1.027,1.019649926,0.1049706522768608,8.73985650857143
86,1,1,0,2,young leaf,0.165,0.02175,0.7,SKT_32,Zn,0.285897197,0.286,0.278928428,0.10992253320197044,2.3908150971428572
87,1,1,0,2,root,0.357,0.00262,0.7,SKT_33,Zn,0.067854357,0.068,0.060885588000000004,0.19918949182115597,0.5218764685714287
88,1,1,0,3,old leaf,0.123,0.01696,0.7,SKT_34,Zn,0.310850812,0.311,0.303882043,0.15357919962938005,2.6047032257142857
89,1,1,0,3,young leaf,0.117,0.02156,0.7,SKT_35,Zn,0.209538196,0.21,0.20256942700000002,0.08053382997614632,1.7363093742857145
90,1,1,0,3,root,0.333,0.00338,0.7,SKT_36,Zn,0.122863096,0.123,0.115894327,0.29389939222316147,0.9933799457142858
91,1,1,1,1,old leaf,0.224,0.02091,0.7,SKT_37,Zn,0.16833993,0.168,0.16137116099999999,0.0661492769010043,1.38318138
92,1,1,1,1,young leaf,0.084,0.00779,0.7,SKT_38,Zn,0.068211236,0.068,0.061242466999999995,0.06738580634513111,0.5249354314285714
93,1,1,1,1,root,0.232,0.0019,0.7,SKT_39,Zn,0.060136925,0.06,0.053168156,0.23985634285714288,0.45572705142857145
94,1,1,1,2,old leaf,0.539,0.08039,0.7,SKT_40,Zn,0.746203278,0.746,0.739234509,0.07881945256161925,6.336295791428571
95,1,1,1,2,young leaf,0.147,0.02439,0.7,SKT_41,Zn,0.210832204,0.211,0.20386343499999998,0.07164415217009314,1.7474008714285714
96,1,1,1,2,root,0.212,8.6e-4,0.9,SKT_42,Zn,0.070339485,0.07,0.063370716,0.49124586046511626,0.42247144
97,1,1,1,3,old leaf,0.134,0.02143,0.7,SKT_43,Zn,0.461912314,0.462,0.454943545,0.18196528698086797,3.8995161000000005
98,1,1,1,3,young leaf,0.06,0.01283,0.7,SKT_44,Zn,0.125057976,0.125,0.11808920699999999,0.07889268923282484,1.0121932028571428
99,1,1,1,3,root,0.425,0.00403,0.7,SKT_45,Zn,0.183035145,0.183,0.17606637600000002,0.37447651754696926,1.509140365714286
100,1,1,2,1,old leaf,NA,0.01067,0.7,SKT_46,Zn,0.154657992,0.155,0.14768922299999998,0.11864176435935198,1.2659076257142856
101,1,1,2,1,young leaf,NA,0.0064,0.7,SKT_47,Zn,0.094035243,0.094,0.087066474,0.11660688482142857,0.7462840628571429
102,1,1,2,1,root,NA,0.00558,0.7,SKT_48,Zn,0.171062481,0.171,0.164093712,0.2520640737327189,1.4065175314285714
103,1,1,2,2,old leaf,NA,0.08275,0.7,SKT_49,Zn,0.64337009,0.643,0.636401321,0.06591986061286147,5.454868465714286
104,1,1,2,2,young leaf,NA,0.02628,0.7,SKT_50,Zn,0.286175487,0.286,0.279206718,0.09106546575342467,2.39320044
105,1,1,2,2,root,NA,0.01388,0.7,SKT_51,Zn,0.401085325,0.401,0.394116556,0.24338198188554963,3.378141908571429
106,1,1,2,3,old leaf,NA,0.02069,0.7,SKT_52,Zn,0.354944906,0.355,0.347976137,0.14415913981909823,2.9826526028571427
107,1,1,2,3,young leaf,NA,0.01375,0.7,SKT_53,Zn,0.179492632,0.179,0.172523863,0.10754734316883117,1.4787759685714286
108,1,1,2,3,root,NA,0.00681,0.7,SKT_54,Zn,0.104535138,0.105,0.097566369,0.12280222655758338,0.8362831628571429
