Cap,SaltCadmium,Timepoint,Plant,TissueType,DryWeight,VolDigestUsed,Sample,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
25,10,2,3,shoot,0.03215,0.5,SKT_25,Fe,0.113021721,0.113,0.085971769,32.08899621,1.031661228
26,10,2,3,shoot,0.0097,0.7,SKT_26,Fe,0.080485604,0.08,0.053435652,47.21854374,0.458019874
27,10,2,3,root,0.0043,0.7,SKT_27,Fe,3.574119027,3.574,3.547069075,7070.569585,30.40344921
1,10,0,1,shoot,0.10951,0.4,SKT_01,Zn,0.297609267,0.298,0.290462576,39.78576057,4.35693864
2,10,0,1,shoot,0.026,0.5,SKT_02,Zn,0.200093789,0.2,0.192947098,89.05250677,2.315365176
3,10,0,1,root,0.0029,0.7,SKT_03,Zn,0.136130906,0.136,0.128984215,381.234133,1.105578986
4,10,0,2,shoot,0.04946,0.5,SKT_04,Zn,0.138089845,0.138,0.130943154,31.76946721,1.571317848
5,10,0,2,shoot,0.01384,0.7,SKT_05,Zn,0.112295583,0.112,0.105148892,65.12111396,0.901276217
6,10,0,2,root,8.70E-04,0.7,SKT_06,Zn,0.04412155,0.044,0.036974859,364.2843251,0.316927363
7,10,0,3,shoot,0.06652,0.4,SKT_07,Zn,0.724667963,0.725,0.717521272,161.7982423,10.76281908
8,10,0,3,shoot,0.04741,0.5,SKT_08,Zn,0.280237571,0.28,0.27309088,69.12234887,3.27709056
9,10,0,3,root,0.00169,0.7,SKT_09,Zn,0.068471232,0.068,0.061324541,311.0289484,0.525638923
10,10,1,1,shoot,0.06685,0.4,SKT_10,Zn,0.383007737,0.383,0.375861046,84.33680912,5.63791569
11,10,1,1,shoot,0.0075,0.7,SKT_11,Zn,0.068648636,0.069,0.061501945,70.28793714,0.527159529
12,10,1,1,root,0.00146,0.7,SKT_12,Zn,0.080512551,0.081,0.07336586,430.7193346,0.628850229
13,10,1,2,shoot,0.01357,0.7,SKT_13,Zn,0.083206109,0.083,0.076059418,48.04258427,0.651937869
14,10,1,2,shoot,0.00244,0.7,SKT_14,Zn,0.022515297,0.023,0.015368606,53.98807728,0.131730909
15,10,1,2,root,8.60E-04,0.7,SKT_15,Zn,0.03368383,0.034,0.026537139,264.4897575,0.227461191
16,10,1,3,shoot,0.03447,0.5,SKT_16,Zn,0.242391536,0.242,0.235244845,81.8955074,2.82293814
17,10,1,3,shoot,0.01089,0.7,SKT_17,Zn,0.096175068,0.096,0.089028377,70.07349626,0.763100374
18,10,1,3,root,0.0102,0.7,SKT_18,Zn,0.606311025,0.606,0.599164334,503.4994403,5.135694291
19,10,2,1,shoot,0.03178,0.5,SKT_19,Zn,0.15827765,0.158,0.151130959,57.06644141,1.813571508
20,10,2,1,shoot,0.00796,0.7,SKT_20,Zn,0.076230307,0.076,0.069083616,74.39011055,0.59214528
21,10,2,1,root,0.00145,0.7,SKT_21,Zn,0.094165964,0.094,0.087019273,514.3996433,0.745879483
22,10,2,2,shoot,0.01486,0.7,SKT_22,Zn,0.071430113,0.071,0.064283422,37.07945895,0.55100076
23,10,2,2,shoot,0.00285,0.7,SKT_23,Zn,0.041800083,0.042,0.034653392,104.2207278,0.297029074
24,10,2,2,root,0.00329,0.7,SKT_24,Zn,0.030472751,0.03,0.02332606,60.77132436,0.199937657
25,10,2,3,shoot,0.03215,0.5,SKT_25,Zn,0.233223797,0.233,0.226077106,84.38336771,2.712925272
26,10,2,3,shoot,0.0097,0.7,SKT_26,Zn,0.097068791,0.097,0.0899221,79.45988218,0.770760857
27,10,2,3,root,0.0043,0.7,SKT_27,Zn,0.122790783,0.123,0.115644092,230.5197847,0.991235074
