Cap,Salt,Cadmium,Timepoint,Plant,TissueType,WetWeight,DryWeight,VolDigestUsed,Sample,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
32,0,0,0,2,young leaf,0.055,0.00592,0.7,SKT_05,Fe,0.063116395,0.063,0.041527272000000004,60.12635907335908,0.3559480457142858
33,0,0,0,2,root,0.075,6.6e-4,0.9,SKT_06,Fe,0.657769733,0.658,0.6361806099999999,6426.066767676768,4.241204066666667
34,0,0,0,3,old leaf,0.385,0.04599,0.7,SKT_07,Fe,0.146591075,0.147,0.12500195199999997,23.297353834684554,1.0714453028571427
35,0,0,0,3,young leaf,0.114,0.01297,0.7,SKT_08,Fe,0.059422237,0.059,0.037833114,25.00260865734112,0.32428383428571433
36,0,0,0,3,root,0.087,0.00181,0.7,SKT_09,Fe,1.357710281,1.358,1.3361211579999999,6327.329872138911,11.452467068571428
37,0,0,1,1,old leaf,0.054,0.0067,0.7,SKT_10,Fe,0.055182942,0.055,0.033593819,42.9771671641791,0.28794702
38,0,0,1,1,young leaf,0.037,0.00494,0.7,SKT_11,Fe,0.027077949,0.027,0.005488825999999999,9.523700404858298,0.04704707999999999
39,0,0,1,1,root,0.015,4.5e-4,0.9,SKT_12,Fe,0.278125616,0.278,0.25653649300000003,3800.5406370370374,1.7102432866666668
40,0,0,1,2,old leaf,0.188,0.02266,0.7,SKT_13,Fe,0.075399874,0.075,0.053810751000000004,20.35458996343463,0.4612350085714287
41,0,0,1,2,young leaf,0.147,0.0201,0.7,SKT_14,Fe,0.068902461,0.069,0.047313337999999996,20.176263539445632,0.4055428971428572
42,0,0,1,2,root,0.081,0.00206,0.7,SKT_15,Fe,0.974981617,0.975,0.9533924939999999,3966.9590596393896,8.171935662857143
43,0,0,1,3,old leaf,0.516,0.05449,0.7,SKT_16,Fe,0.178712712,0.179,0.157123589,24.715977610570754,1.3467736200000002
44,0,0,1,3,young leaf,0.304,0.03535,0.7,SKT_17,Fe,0.137595729,0.138,0.116006606,28.128496100222268,0.9943423371428571
45,0,0,1,3,root,0.122,0.00493,0.7,SKT_18,Fe,3.417441045,3.417,3.395851922,5904.118090988119,29.107302188571428
46,0,0,2,1,old leaf,0.065,0.00734,0.7,SKT_19,Fe,0.038832602,0.039,0.017243479,20.136409887115608,0.14780124857142857
47,0,0,2,1,young leaf,0.066,0.00558,0.7,SKT_20,Fe,0.012628421,0.013,0,0,0
48,0,0,2,1,root,0.01,6.9e-4,0.9,SKT_21,Fe,0.194413892,0.194,0.172824769,1669.8045314009662,1.1521651266666666
49,0,0,2,2,old leaf,0.266,0.03089,0.7,SKT_22,Fe,0.102463205,0.102,0.080874082,22.44112713314526,0.6932064171428571
50,0,0,2,2,young leaf,0.129,0.0157,0.7,SKT_23,Fe,0.060148386,0.06,0.038559262999999996,21.05146296633303,0.33050796857142856
51,0,0,2,2,root,0.087,0.00293,0.7,SKT_24,Fe,1.071670794,1.072,1.050081671,3071.9112754753783,9.000700037142858
52,0,0,2,3,old leaf,0.417,0.05331,0.7,SKT_25,Fe,0.20136834,0.201,0.179779217,28.905734705362164,1.540964717142857
53,0,0,2,3,young leaf,0.115,0.01395,0.7,SKT_26,Fe,0.106008803,0.106,0.08441968,51.870771121351765,0.7235972571428572
54,0,0,2,3,root,0.165,0.0067,0.7,SKT_27,Fe,3.868826774,3.869,3.847237651,4921.839212366737,32.97632272285714
