Cap,Salt,Cadmium,SaltCadmium,Timepoint,Plant,TissueType,DryWeight,VolDigestUsed,Element,ConcSamp,ConcRep,CorConc,ugElementPermgDW,ugElement
55,0,1,01,0,1,old leaf,0.01027,0.7,Zn,0.02410635,0.024,0.016959659,0.014154674,0.145368506
56,0,1,01,0,1,young leaf,0.01377,0.7,Zn,0.069379632,0.069,0.062232941,0.038738214,0.533425209
57,0,1,01,0,1,root,0.00161,0.7,Zn,0.060709961,0.061,0.05356327,0.285163815,0.459113743
58,0,1,01,0,2,old leaf,0.04048,0.5,Zn,0.249736526,0.25,0.242589835,0.071913983,2.91107802
59,0,1,01,0,2,young leaf,0.02221,0.5,Zn,0.083353924,0.083,0.076207233,0.041174552,0.914486796
60,0,1,01,0,2,root,0.00136,0.7,Zn,0.195811935,0.196,0.188665244,1.189066664,1.617130663
61,0,1,01,0,3,old leaf,0.06928,0.4,Zn,0.353550206,0.354,0.346403515,0.075000761,5.196052725
62,0,1,01,0,3,young leaf,0.02692,0.5,Zn,0.086734984,0.087,0.079588293,0.035477694,0.955059516
63,0,1,01,0,3,root,0.00205,0.7,Zn,0.068435018,0.068,0.061288327,0.256257813,0.525328517
64,0,1,01,1,1,old leaf,0.0158,0.7,Zn,0.054405813,0.054,0.047259122,0.02563786,0.405078189
65,0,1,01,1,1,young leaf,0.0042,0.7,Zn,0.024194308,0.024,0.017047617,0.034791055,0.146122431
66,0,1,01,1,1,root,0.00109,0.7,Zn,0.034790262,0.035,0.027643571,0.217380637,0.236944894
67,0,1,01,1,2,old leaf,0.02225,0.5,Zn,0.189881098,0.19,0.182734407,0.098553388,2.192812884
68,0,1,01,1,2,young leaf,0.01885,0.7,Zn,0.083934382,0.084,0.076787691,0.034916722,0.658180209
69,0,1,01,1,2,root,0.00414,0.7,Zn,0.701791338,0.702,0.694644647,1.438187675,5.954096974
70,0,1,01,1,3,old leaf,0.05336,0.5,Zn,0.323241935,0.323,0.316095244,0.071085887,3.793142928
71,0,1,01,1,3,young leaf,0.01974,0.7,Zn,0.098539225,0.099,0.091392534,0.039684122,0.783364577
72,0,1,01,1,3,root,0.00194,0.7,Zn,0.049327472,0.049,0.042180781,0.186365748,0.361549551
73,0,1,01,2,1,old leaf,0.01725,0.7,Zn,0.05277526,0.053,0.045628569,0.022672581,0.39110202
74,0,1,01,2,1,young leaf,0.01065,0.7,Zn,0.058424327,0.058,0.051277636,0.041269727,0.439522594
75,0,1,01,2,1,root,9.00E-04,0.7,Zn,0.044906212,0.045,0.037759521,0.359614486,0.323653037
76,0,1,01,2,2,old leaf,0.06388,0.4,Zn,0.256588065,0.257,0.249441374,0.058572646,3.74162061
77,0,1,01,2,2,young leaf,0.02182,0.5,Zn,0.072315299,0.072,0.065168608,0.035839748,0.782023296
78,0,1,01,2,2,root,0.00432,0.7,Zn,0.627924663,0.628,0.620777972,1.231702325,5.320954046
79,0,1,01,2,3,old leaf,0.09999,0.4,Zn,0.423256284,0.423,0.416109593,0.062422681,6.241643895
80,0,1,01,2,3,young leaf,0.04808,0.5,Zn,0.199657036,0.2,0.192510345,0.048047507,2.31012414
81,0,1,01,2,3,root,0.00432,0.7,Zn,0.157675865,0.158,0.150529174,0.298668996,1.290250063
28,0,0,00,0,1,old leaf,0.00567,0.7,Cd,0.00701761,0.007,0.00257224,0.00388849,0.02204776
29,0,0,00,0,1,young leaf,0.0034,0.7,Cd,0.00695594,0.007,0.00251057,0.00632917,0.02151919
30,0,0,00,0,1,root,4.40E-04,0.9,Cd,0.00608788,0.006,0.00164251,0.02488653,0.01095007
31,0,0,00,0,2,old leaf,0.02381,0.7,Cd,0.0065787,0.007,0.00213333,7.68E-04,0.01828573
32,0,0,00,0,2,young leaf,0.00592,0.7,Cd,8.61E-04,0.001,0,0,0
33,0,0,00,0,2,root,6.60E-04,0.9,Cd,0,0,0,0,0
34,0,0,00,0,3,old leaf,0.04599,0.7,Cd,0.00633764,0.006,0.00189227,3.53E-04,0.01621947
35,0,0,00,0,3,young leaf,0.01297,0.7,Cd,0.00530805,0.005,8.63E-04,5.70E-04,0.00739439
36,0,0,00,0,3,root,0.00181,0.7,Cd,0.00627025,0.006,0.00182489,0.00864193,0.01564189
37,0,0,00,1,1,old leaf,0.0067,0.7,Cd,0.00621832,0.006,0.00177295,0.00226817,0.01519673
38,0,0,00,1,1,young leaf,0.00494,0.7,Cd,0.00489839,0.005,4.53E-04,7.86E-04,0.00388309
39,0,0,00,1,1,root,4.50E-04,0.9,Cd,0.00631651,0.006,0.00187114,0.02772062,0.01247428
40,0,0,00,1,2,old leaf,0.02266,0.7,Cd,0.00571116,0.006,0.0012658,4.79E-04,0.01084968
41,0,0,00,1,2,young leaf,0.0201,0.7,Cd,0.00574454,0.006,0.00129917,5.54E-04,0.01113573
42,0,0,00,1,2,root,0.00206,0.7,Cd,0.00483294,0.005,3.88E-04,0.00161265,0.00332205
43,0,0,00,1,3,old leaf,0.05449,0.7,Cd,0.00422207,0.004,0,0,0
44,0,0,00,1,3,young leaf,0.03535,0.7,Cd,0.0062429,0.006,0.00179753,4.36E-04,0.01540742
45,0,0,00,1,3,root,0.00493,0.7,Cd,0,0,0,0,0
46,0,0,00,2,1,old leaf,0.00734,0.7,Cd,0.00668009,0.007,0.00223472,0.00260964,0.01915473
47,0,0,00,2,1,young leaf,0.00558,0.7,Cd,0.00454305,0.005,9.77E-05,1.50E-04,8.37E-04
48,0,0,00,2,1,root,6.90E-04,0.9,Cd,0.00560925,0.006,0.00116388,0.0112452,0.00775919
49,0,0,00,2,2,old leaf,0.03089,0.7,Cd,0.00574046,0.006,0.00129509,3.59E-04,0.01110077
50,0,0,00,2,2,young leaf,0.0157,0.7,Cd,0.00462665,0.005,1.81E-04,9.90E-05,0.00155385
51,0,0,00,2,2,root,0.00293,0.7,Cd,0.00510828,0.005,6.63E-04,0.00193929,0.00568213
52,0,0,00,2,3,old leaf,0.05331,0.7,Cd,0.00507029,0.005,6.25E-04,1.00E-04,0.00535647
53,0,0,00,2,3,young leaf,0.01395,0.7,Cd,0.00442648,0.004,0,0,0
54,0,0,00,2,3,root,0.0067,0.7,Cd,0.00558939,0.006,0.00114403,0.00146357,0.00980594
82,1,1,11,0,1,old leaf,0.02167,0.7,Cd,0.00487127,0.005,4.26E-04,1.68E-04,0.00365061
83,1,1,11,0,1,young leaf,0.00766,0.7,Cd,0.00559369,0.006,0.00114832,0.00128496,0.00984276
84,1,1,11,0,1,root,0.00413,0.7,Cd,0.01153642,0.012,0.00709105,0.01471682,0.06078045
85,1,1,11,0,2,old leaf,0.08326,0.7,Cd,0.00552996,0.006,0.00108459,1.12E-04,0.00929648
86,1,1,11,0,2,young leaf,0.02175,0.7,Cd,0.00505236,0.005,6.07E-04,2.39E-04,0.0052028
87,1,1,11,0,2,root,0.00262,0.7,Cd,0.00907284,0.009,0.00462747,0.01513896,0.03966406
88,1,1,11,0,3,old leaf,0.01696,0.7,Cd,0.00546377,0.005,0.00101841,5.15E-04,0.00872919
89,1,1,11,0,3,young leaf,0.02156,0.7,Cd,0.00460444,0.005,1.59E-04,6.32E-05,0.00136345
90,1,1,11,0,3,root,0.00338,0.7,Cd,0.01342097,0.013,0.0089756,0.02276145,0.07693371
91,1,1,11,1,1,old leaf,0.02091,0.7,Cd,0.00950767,0.01,0.0050623,0.00207514,0.04339116
92,1,1,11,1,1,young leaf,0.00779,0.7,Cd,0.00752413,0.008,0.00307876,0.0033876,0.02638937
93,1,1,11,1,1,root,0.0019,0.7,Cd,0.01033172,0.01,0.00588635,0.02655498,0.05045445
94,1,1,11,1,2,old leaf,0.08039,0.7,Cd,0.00787555,0.008,0.00343019,3.66E-04,0.0294016
95,1,1,11,1,2,young leaf,0.02439,0.7,Cd,0.00679005,0.007,0.00234468,8.24E-04,0.02009729
96,1,1,11,1,2,root,8.60E-04,0.9,Cd,0.02216437,0.022,0.017719,0.1373566,0.11812667
97,1,1,11,1,3,old leaf,0.02143,0.7,Cd,0.00550368,0.006,0.00105831,4.23E-04,0.00907125
98,1,1,11,1,3,young leaf,0.01283,0.7,Cd,0.00417492,0.004,0,0,0
99,1,1,11,1,3,root,0.00403,0.7,Cd,0.0168423,0.017,0.01239693,0.02636711,0.10625943
100,1,1,11,2,1,old leaf,0.01067,0.7,Cd,0.01762088,0.018,0.01317551,0.01058416,0.11293297
101,1,1,11,2,1,young leaf,0.0064,0.7,Cd,0.01455889,0.015,0.01011352,0.01354489,0.0866873
102,1,1,11,2,1,root,0.00558,0.7,Cd,0.07298859,0.073,0.06854323,0.10528913,0.58751336
103,1,1,11,2,2,old leaf,0.08275,0.7,Cd,0.00732149,0.007,0.00287613,2.98E-04,0.02465252
104,1,1,11,2,2,young leaf,0.02628,0.7,Cd,0.00653676,0.007,0.00209139,6.82E-04,0.01792621
105,1,1,11,2,2,root,0.01388,0.7,Cd,0.70304157,0.703,0.6985962,0.43140976,5.98796745
106,1,1,11,2,3,old leaf,0.02069,0.7,Cd,0.00124714,0.001,0,0,0
107,1,1,11,2,3,young leaf,0.01375,0.7,Cd,0.00680397,0.007,0.0023586,0.0014703,0.02021656
108,1,1,11,2,3,root,0.00681,0.7,Cd,0.02310047,0.023,0.0186551,0.0234803,0.15990087
28,0,0,00,0,1,old leaf,0.00567,0.7,Na,0.23237043,0.232,0,0,0
29,0,0,00,0,1,young leaf,0.0034,0.7,Na,0.22785939,0.228,0,0,0
30,0,0,00,0,1,root,4.40E-04,0.9,Na,0.27910388,0.279,0,0,0
31,0,0,00,0,2,old leaf,0.02381,0.7,Na,1.96899967,1.969,1.60602929,0.57815898,13.7659654
32,0,0,00,0,2,young leaf,0.00592,0.7,Na,0.43090671,0.431,0.06793634,0.09836342,0.58231147
33,0,0,00,0,2,root,6.60E-04,0.9,Na,0.46433633,0.464,0.10136596,1.02389856,0.67577305
34,0,0,00,0,3,old leaf,0.04599,0.7,Na,2.61656582,2.617,2.25359545,0.42001593,19.3165324
35,0,0,00,0,3,young leaf,0.01297,0.7,Na,0.62688391,0.627,0.26391354,0.17441141,2.26211605
36,0,0,00,0,3,root,0.00181,0.7,Na,0.71858706,0.719,0.35561669,1.68405694,3.04814306
37,0,0,00,1,1,old leaf,0.0067,0.7,Na,0.22775954,0.228,0,0,0
38,0,0,00,1,1,young leaf,0.00494,0.7,Na,0.25145051,0.251,0,0,0
39,0,0,00,1,1,root,4.50E-04,0.9,Na,0.48730801,0.487,0.12433764,1.84203908,0.82891759
40,0,0,00,1,2,old leaf,0.02266,0.7,Na,1.00171434,1.002,0.63874396,0.2416129,5.47494825
41,0,0,00,1,2,young leaf,0.0201,0.7,Na,0.97307815,0.973,0.61010777,0.26017389,5.22949521
42,0,0,00,1,2,root,0.00206,0.7,Na,0.909096,0.909,0.54612563,2.27236739,4.68107683
43,0,0,00,1,3,old leaf,0.05449,0.7,Na,3.83493429,3.835,3.47196392,0.54614958,29.7596907
44,0,0,00,1,3,young leaf,0.03535,0.7,Na,1.94794412,1.948,1.58497375,0.3843137,13.5854892
45,0,0,00,1,3,root,0.00493,0.7,Na,2.32391997,2.324,1.9609496,3.4093589,16.8081394
46,0,0,00,2,1,old leaf,0.00734,0.7,Na,0.3125551,0.313,0,0,0
47,0,0,00,2,1,young leaf,0.00558,0.7,Na,0.06529215,0.065,0,0,0
48,0,0,00,2,1,root,6.90E-04,0.9,Na,0.34130376,0.341,0,0,0
49,0,0,00,2,2,old leaf,0.03089,0.7,Na,1.01170423,1.012,0.64873386,0.18001217,5.56057594
50,0,0,00,2,2,young leaf,0.0157,0.7,Na,0.80132164,0.801,0.43835126,0.23931825,3.75729654
51,0,0,00,2,2,root,0.00293,0.7,Na,0.74738401,0.747,0.38441364,1.12456452,3.29497405
52,0,0,00,2,3,old leaf,0.05331,0.7,Na,4.15448936,4.154,3.79151899,0.60961797,32.4987342
53,0,0,00,2,3,young leaf,0.01395,0.7,Na,0.73036816,0.73,0.36739779,0.22574365,3.14912391
54,0,0,00,2,3,root,0.0067,0.7,Na,1.44487085,1.445,1.08190048,1.38409443,9.27343268
82,1,1,11,0,1,old leaf,0.02167,0.7,Na,1.61303941,1.613,1.25006904,0.49445674,10.7148775
83,1,1,11,0,1,young leaf,0.00766,0.7,Na,0.49553629,0.496,0.13256591,0.14833933,1.13627925
84,1,1,11,0,1,root,0.00413,0.7,Na,2.27477683,2.275,1.91180645,3.96777541,16.3869125
85,1,1,11,0,2,old leaf,0.08326,0.7,Na,5.22827879,5.228,4.86530842,0.50087249,41.7026436
86,1,1,11,0,2,young leaf,0.02175,0.7,Na,1.15804474,1.158,0.79507436,0.3133298,6.81492311
87,1,1,11,0,2,root,0.00262,0.7,Na,1.42134526,1.421,1.05837489,3.46251326,9.07178473
88,1,1,11,0,3,old leaf,0.01696,0.7,Na,1.16372855,1.164,0.80075818,0.40469584,6.86364152
89,1,1,11,0,3,young leaf,0.02156,0.7,Na,0.61513304,0.615,0.25216267,0.1002502,2.16139431
90,1,1,11,0,3,root,0.00338,0.7,Na,1.78785926,1.788,1.42488889,3.61341223,12.2133333
91,1,1,11,1,1,old leaf,0.02091,0.7,Na,25.2081502,25.21,24.8451798,10.1845377,212.958684
92,1,1,11,1,1,young leaf,0.00779,0.7,Na,9.23045533,9.23,8.86748496,9.75699794,76.0070139
93,1,1,11,1,1,root,0.0019,0.7,Na,1.33624382,1.336,0.97327344,4.39070726,8.3423438
94,1,1,11,1,2,old leaf,0.08039,0.7,Na,6.1348393,6.135,5.77186892,0.61541438,49.4731622
95,1,1,11,1,2,young leaf,0.02439,0.7,Na,1.02549478,1.025,0.66252441,0.23283233,5.67878065
96,1,1,11,1,2,root,8.60E-04,0.9,Na,1.16590076,1.166,0.80293039,6.22426659,5.35286927
97,1,1,11,1,3,old leaf,0.02143,0.7,Na,1.27940384,1.279,0.91643346,0.36654895,7.85514397
98,1,1,11,1,3,young leaf,0.01283,0.7,Na,0.45820477,0.458,0.0952344,0.06362392,0.81629484
99,1,1,11,1,3,root,0.00403,0.7,Na,2.57774498,2.578,2.21477461,4.71061597,18.9837823
100,1,1,11,2,1,old leaf,0.01067,0.7,Na,12.0588091,12.06,11.6958387,9.3955057,100.250046
101,1,1,11,2,1,young leaf,0.0064,0.7,Na,22.8723172,22.87,22.5093469,30.1464467,192.937259
102,1,1,11,2,1,root,0.00558,0.7,Na,3.93086624,3.931,3.56789587,5.48063881,30.5819646
103,1,1,11,2,2,old leaf,0.08275,0.7,Na,7.52878182,7.529,7.16581145,0.74225065,61.421241
104,1,1,11,2,2,young leaf,0.02628,0.7,Na,1.33293516,1.333,0.96996479,0.31636164,8.31398387
105,1,1,11,2,2,root,0.01388,0.7,Na,13.3717219,13.37,13.0087516,8.03339948,111.503585
106,1,1,11,2,3,old leaf,0.02069,0.7,Na,1.18536203,1.185,0.82239165,0.34069944,7.04907132
107,1,1,11,2,3,young leaf,0.01375,0.7,Na,0.63717739,0.637,0.27420702,0.17093425,2.35034589
108,1,1,11,2,3,root,0.00681,0.7,Na,4.29579913,4.296,3.93282875,4.95006766,33.7099607
28,0,0,00,0,1,old leaf,0.00567,0.7,K,0.53303334,0.533,0.48556188,0.73403156,4.16195897
29,0,0,00,0,1,young leaf,0.0034,0.7,K,1.69446805,1.694,1.64699659,4.15209225,14.1171136
30,0,0,00,0,1,root,4.40E-04,0.9,K,0.21657119,0.217,0.16909974,2.56211721,1.12733157
31,0,0,00,0,2,old leaf,0.02381,0.7,K,44.1449426,44.14,44.0974712,15.8747721,377.978324
32,0,0,00,0,2,young leaf,0.00592,0.7,K,12.0419347,12.04,11.9944632,17.3665008,102.809685
33,0,0,00,0,2,root,6.60E-04,0.9,K,0.60082375,0.601,0.5533523,5.58941713,3.68901531
34,0,0,00,0,3,old leaf,0.04599,0.7,K,116.280527,116.3,116.233055,21.6630426,996.28333
35,0,0,00,0,3,young leaf,0.01297,0.7,K,27.0628358,27.06,27.0153643,17.8535286,231.560266
36,0,0,00,0,3,root,0.00181,0.7,K,1.80474711,1.805,1.75727566,8.32174738,15.0623628
37,0,0,00,1,1,old leaf,0.0067,0.7,K,0.61727197,0.617,0.56980052,0.72895589,4.88400443
38,0,0,00,1,1,young leaf,0.00494,0.7,K,2.23885487,2.239,2.19138341,3.80228469,18.7832864
39,0,0,00,1,1,root,4.50E-04,0.9,K,0.90575131,0.906,0.85827985,12.7152571,5.7218657
40,0,0,00,1,2,old leaf,0.02266,0.7,K,17.6036942,17.6,17.5562227,6.64086094,150.481909
41,0,0,00,1,2,young leaf,0.0201,0.7,K,39.4525247,39.45,39.4050532,16.8038606,337.757599
42,0,0,00,1,2,root,0.00206,0.7,K,2.33228256,2.332,2.2848111,9.50684232,19.5840952
43,0,0,00,1,3,old leaf,0.05449,0.7,K,74.1496605,74.15,74.1021891,11.6564805,635.161621
44,0,0,00,1,3,young leaf,0.03535,0.7,K,79.4029522,79.4,79.3554807,19.2415795,680.189835
45,0,0,00,1,3,root,0.00493,0.7,K,4.35229367,4.352,4.30482222,7.48447792,36.8984761
46,0,0,00,2,1,old leaf,0.00734,0.7,K,6.85931457,6.859,6.81184311,7.95466303,58.3872267
47,0,0,00,2,1,young leaf,0.00558,0.7,K,0,0,0,0,0
48,0,0,00,2,1,root,6.90E-04,0.9,K,0.29968473,0.3,0.25221327,2.43684323,1.68142183
49,0,0,00,2,2,old leaf,0.03089,0.7,K,30.9894263,30.99,30.9419548,8.58584511,265.216756
50,0,0,00,2,2,young leaf,0.0157,0.7,K,30.6821845,30.68,30.634713,16.7250481,262.583255
51,0,0,00,2,2,root,0.00293,0.7,K,2.97698654,2.977,2.92951508,8.57000999,25.1101293
52,0,0,00,2,3,old leaf,0.05331,0.7,K,112.507832,112.5,112.460361,18.0818974,963.945951
53,0,0,00,2,3,young leaf,0.01395,0.7,K,30.6129985,30.61,30.565527,18.7806618,261.990232
54,0,0,00,2,3,root,0.0067,0.7,K,3.06038631,3.06,3.01291486,3.8544753,25.8249845
82,1,1,11,0,1,old leaf,0.02167,0.7,K,61.3587165,61.36,61.311245,24.2512671,525.524958
83,1,1,11,0,1,young leaf,0.00766,0.7,K,19.9794763,19.98,19.9320049,22.3036235,170.845756
84,1,1,11,0,1,root,0.00413,0.7,K,2.04587486,2.046,1.9984034,4.14749928,17.129172
85,1,1,11,0,2,old leaf,0.08326,0.7,K,29.9120435,29.91,29.8645721,3.07449011,255.982046
86,1,1,11,0,2,young leaf,0.02175,0.7,K,40.1255321,40.13,40.0780606,15.7943096,343.526234
87,1,1,11,0,2,root,0.00262,0.7,K,0.36332963,0.363,0.31585817,1.03334189,2.70735574
88,1,1,11,0,3,old leaf,0.01696,0.7,K,54.4574742,54.46,54.4100027,27.4983167,466.371452
89,1,1,11,0,3,young leaf,0.02156,0.7,K,39.6037905,39.6,39.556319,15.7260743,339.054163
90,1,1,11,0,3,root,0.00338,0.7,K,0.66073037,0.661,0.61325892,1.555179,5.25650501
91,1,1,11,1,1,old leaf,0.02091,0.7,K,42.9548461,42.95,42.9073747,17.5885938,367.777497
92,1,1,11,1,1,young leaf,0.00779,0.7,K,18.1153652,18.12,18.0678938,19.8803159,154.867661
93,1,1,11,1,1,root,0.0019,0.7,K,0.54754688,0.548,0.50007542,2.25597936,4.28636079
94,1,1,11,1,2,old leaf,0.08039,0.7,K,77.200333,77.2,77.1528615,8.22627493,661.310242
95,1,1,11,1,2,young leaf,0.02439,0.7,K,36.3152287,36.32,36.2677573,12.7456536,310.866491
96,1,1,11,1,2,root,8.60E-04,0.9,K,0.27398621,0.274,0.22651476,1.75592836,1.51009839
97,1,1,11,1,3,old leaf,0.02143,0.7,K,59.551354,59.55,59.5038825,23.7999663,510.033279
98,1,1,11,1,3,young leaf,0.01283,0.7,K,21.7606045,21.76,21.713133,14.5060459,186.112569
99,1,1,11,1,3,root,0.00403,0.7,K,0.39320985,0.393,0.34573839,0.73535283,2.96347191
100,1,1,11,2,1,old leaf,0.01067,0.7,K,42.4808974,42.48,42.4334259,34.0876363,363.715079
101,1,1,11,2,1,young leaf,0.0064,0.7,K,20.9193485,20.92,20.871877,27.9534067,178.901803
102,1,1,11,2,1,root,0.00558,0.7,K,0.8408101,0.841,0.79333865,1.21864616,6.80004556
103,1,1,11,2,2,old leaf,0.08275,0.7,K,87.7457869,87.75,87.6983154,9.08398606,751.699846
104,1,1,11,2,2,young leaf,0.02628,0.7,K,40.8320166,40.83,40.7845451,13.3022,349.581816
105,1,1,11,2,2,root,0.01388,0.7,K,2.10049215,2.1,2.05302069,1.26781846,17.5973202
106,1,1,11,2,3,old leaf,0.02069,0.7,K,52.5018506,52.5,52.4543792,21.7307378,449.608964
107,1,1,11,2,3,young leaf,0.01375,0.7,K,24.5010151,24.5,24.4535436,15.2437674,209.601802
108,1,1,11,2,3,root,0.00681,0.7,K,0.54296498,0.543,0.49549353,0.62365453,4.24708737
28,0,0,00,0,1,old leaf,0.00567,0.7,Fe,0.05462878,0.055,0.03303966,0.04994657,0.28319708
29,0,0,00,0,1,young leaf,0.0034,0.7,Fe,0.06559139,0.066,0.04400226,0.11093008,0.37716226
30,0,0,00,0,1,root,4.40E-04,0.9,Fe,0.1485047,0.149,0.12691557,1.92296324,0.84610383
31,0,0,00,0,2,old leaf,0.02381,0.7,Fe,0.06713466,0.067,0.04554554,0.01639607,0.39039033
32,0,0,00,0,2,young leaf,0.00592,0.7,Fe,0.0631164,0.063,0.04152727,0.06012636,0.35594805
33,0,0,00,0,2,root,6.60E-04,0.9,Fe,0.65776973,0.658,0.63618061,6.42606677,4.24120407
34,0,0,00,0,3,old leaf,0.04599,0.7,Fe,0.14659108,0.147,0.12500195,0.02329735,1.0714453
35,0,0,00,0,3,young leaf,0.01297,0.7,Fe,0.05942224,0.059,0.03783311,0.02500261,0.32428383
36,0,0,00,0,3,root,0.00181,0.7,Fe,1.35771028,1.358,1.33612116,6.32732987,11.4524671
37,0,0,00,1,1,old leaf,0.0067,0.7,Fe,0.05518294,0.055,0.03359382,0.04297717,0.28794702
38,0,0,00,1,1,young leaf,0.00494,0.7,Fe,0.02707795,0.027,0.00548883,0.0095237,0.04704708
39,0,0,00,1,1,root,4.50E-04,0.9,Fe,0.27812562,0.278,0.25653649,3.80054064,1.71024329
40,0,0,00,1,2,old leaf,0.02266,0.7,Fe,0.07539987,0.075,0.05381075,0.02035459,0.46123501
41,0,0,00,1,2,young leaf,0.0201,0.7,Fe,0.06890246,0.069,0.04731334,0.02017626,0.4055429
42,0,0,00,1,2,root,0.00206,0.7,Fe,0.97498162,0.975,0.95339249,3.96695906,8.17193566
43,0,0,00,1,3,old leaf,0.05449,0.7,Fe,0.17871271,0.179,0.15712359,0.02471598,1.34677362
44,0,0,00,1,3,young leaf,0.03535,0.7,Fe,0.13759573,0.138,0.11600661,0.0281285,0.99434234
45,0,0,00,1,3,root,0.00493,0.7,Fe,3.41744105,3.417,3.39585192,5.90411809,29.1073022
46,0,0,00,2,1,old leaf,0.00734,0.7,Fe,0.0388326,0.039,0.01724348,0.02013641,0.14780125
47,0,0,00,2,1,young leaf,0.00558,0.7,Fe,0.01262842,0.013,0,0,0
48,0,0,00,2,1,root,6.90E-04,0.9,Fe,0.19441389,0.194,0.17282477,1.66980453,1.15216513
49,0,0,00,2,2,old leaf,0.03089,0.7,Fe,0.10246321,0.102,0.08087408,0.02244113,0.69320642
50,0,0,00,2,2,young leaf,0.0157,0.7,Fe,0.06014839,0.06,0.03855926,0.02105146,0.33050797
51,0,0,00,2,2,root,0.00293,0.7,Fe,1.07167079,1.072,1.05008167,3.07191128,9.00070004
52,0,0,00,2,3,old leaf,0.05331,0.7,Fe,0.20136834,0.201,0.17977922,0.02890573,1.54096472
53,0,0,00,2,3,young leaf,0.01395,0.7,Fe,0.1060088,0.106,0.08441968,0.05187077,0.72359726
54,0,0,00,2,3,root,0.0067,0.7,Fe,3.86882677,3.869,3.84723765,4.92183921,32.9763227
82,1,1,11,0,1,old leaf,0.02167,0.7,Fe,0.14901929,0.149,0.12743017,0.05040418,1.09225861
83,1,1,11,0,1,young leaf,0.00766,0.7,Fe,0.12038672,0.12,0.0987976,0.11055307,0.84683654
84,1,1,11,0,1,root,0.00413,0.7,Fe,3.96266984,3.963,3.94108071,8.17934427,33.7806918
85,1,1,11,0,2,old leaf,0.08326,0.7,Fe,0.67699062,0.677,0.65540149,0.0674721,5.61772708
86,1,1,11,0,2,young leaf,0.02175,0.7,Fe,0.29654366,0.297,0.27495454,0.10835647,2.35675317
87,1,1,11,0,2,root,0.00262,0.7,Fe,3.97320278,3.973,3.95161366,12.9278527,33.8709742
88,1,1,11,0,3,old leaf,0.01696,0.7,Fe,0.3725041,0.373,0.35091497,0.17734921,3.00784263
89,1,1,11,0,3,young leaf,0.02156,0.7,Fe,0.17097044,0.171,0.14938132,0.05938828,1.28041127
90,1,1,11,0,3,root,0.00338,0.7,Fe,4.71020146,4.71,4.68861234,11.8899721,40.1881058
91,1,1,11,1,1,old leaf,0.02091,0.7,Fe,0.16667848,0.167,0.14508936,0.05947504,1.24362305
92,1,1,11,1,1,young leaf,0.00779,0.7,Fe,0.1063,0.106,0.08471087,0.09320837,0.72609321
93,1,1,11,1,1,root,0.0019,0.7,Fe,2.53177462,2.532,2.5101855,11.3241451,21.5158757
94,1,1,11,1,2,old leaf,0.08039,0.7,Fe,1.42086065,1.421,1.39927152,0.14919463,11.9937559
95,1,1,11,1,2,young leaf,0.02439,0.7,Fe,0.23263978,0.233,0.21105065,0.07416997,1.8090056
96,1,1,11,1,2,root,8.60E-04,0.9,Fe,3.53879116,3.539,3.51720204,27.2651321,23.4480136
97,1,1,11,1,3,old leaf,0.02143,0.7,Fe,0.68134317,0.681,0.65975405,0.26388403,5.65503471
98,1,1,11,1,3,young leaf,0.01283,0.7,Fe,0.09329599,0.093,0.07170687,0.04790571,0.61463031
99,1,1,11,1,3,root,0.00403,0.7,Fe,6.1938521,6.194,6.17226297,13.1278192,52.9051112
100,1,1,11,2,1,old leaf,0.01067,0.7,Fe,0.13976225,0.14,0.11817312,0.09493088,1.01291248
101,1,1,11,2,1,young leaf,0.0064,0.7,Fe,0.08153152,0.082,0.0599424,0.08028,0.513792
102,1,1,11,2,1,root,0.00558,0.7,Fe,4.55647824,4.556,4.53488912,6.96603551,38.8704782
103,1,1,11,2,2,old leaf,0.08275,0.7,Fe,0.84036972,0.84,0.8187806,0.08481111,7.01811941
104,1,1,11,2,2,young leaf,0.02628,0.7,Fe,0.25405943,0.254,0.23247031,0.07582202,1.99260266
105,1,1,11,2,2,root,0.01388,0.7,Fe,5.12735916,5.127,5.10577004,3.15300743,43.7637432
106,1,1,11,2,3,old leaf,0.02069,0.7,Fe,0.54557286,0.546,0.52398374,0.21707536,4.49128919
107,1,1,11,2,3,young leaf,0.01375,0.7,Fe,0.15473823,0.155,0.13314911,0.08300204,1.14127809
108,1,1,11,2,3,root,0.00681,0.7,Fe,7.35515708,7.355,7.33356796,9.23041907,62.8591539
28,0,0,00,0,1,old leaf,0.00567,0.7,Zn,0.04180055,0.042,0.03483178,0.05265575,0.29855812
29,0,0,00,0,1,young leaf,0.0034,0.7,Zn,0.01225612,0.012,0.00528735,0.01332946,0.04532015
30,0,0,00,0,1,root,4.40E-04,0.9,Zn,0.02871214,0.029,0.02174337,0.32944498,0.14495579
31,0,0,00,0,2,old leaf,0.02381,0.7,Zn,0.56137798,0.561,0.55440922,0.19958333,4.75207899
32,0,0,00,0,2,young leaf,0.00592,0.7,Zn,0.05272594,0.053,0.04575717,0.06625073,0.39220431
33,0,0,00,0,2,root,6.60E-04,0.9,Zn,0.05208919,0.052,0.04512042,0.45576183,0.30080281
34,0,0,00,0,3,old leaf,0.04599,0.7,Zn,0.17577561,0.176,0.16880684,0.03146153,1.4469158
